scenario,seeds,assignment_loss_pp_mean,assignment_loss_pp_median,assignment_loss_pp_min,assignment_loss_pp_max,qualified_coverage_loss_pp_mean,qualified_coverage_loss_pp_median,qualified_coverage_loss_pp_min,qualified_coverage_loss_pp_max,robust_minus_point_pps_mean,robust_minus_point_pps_median,robust_minus_point_pps_min,robust_minus_point_pps_max
down_step,29,24.768594880950072,24.929656724817107,22.22847495779403,27.293190770962305,9.997477344614133,10.129431626336515,8.61001688238604,11.59257175014069,0.29330348326070016,0.2876541333957663,0.25002254381882283,0.34111912687171236
stable,29,24.768594880950072,24.929656724817107,22.22847495779403,27.293190770962305,24.768594880950072,24.929656724817107,22.22847495779403,27.293190770962305,0.30264704634684775,0.2982553182120001,0.2579266467851022,0.3515927047625643
up_step,29,24.768594880950072,24.929656724817107,22.22847495779403,27.293190770962305,24.768594880950072,24.929656724817107,22.22847495779403,27.293190770962305,0.30909943189101813,0.3052252865827086,0.26326002459282416,0.35934783203149295
