seed,half_width,scenario,profile,run_id,n_episodes,tasks,assigned,qualified,coverage,qualified_coverage,qos_violations,qos_violation_rate,ir_violations,ir_violation_rate,target_violations,payment,pps,reserved_budget,available_budget,reservation_minus_settlement,slots_reservation_exceeds_budget,slots_settlement_exceeds_reservation,selected_contracts_settlement_exceeds_reserve,min_selected_objective_utility,information_checks,information_mismatches,max_decision_cost_drift,certificate_slots,certificate_failures,run_status,diagnostic_issues,event_tape_hash,spatial_graph_sha256,config_sha256,contract_protocol_version,decision_cost_basis,runtime_seconds,evaluation_protocol_version,settlement_cost_basis,robust_ir_policy,guarantee_scope,service_outcome_status,execution_status,settlement_over_reservation_slots,settlement_over_available_budget_slots,reservation_over_available_budget_slots,population_risk_certified,core_sha256,runner_sha256,contract_D_bar,matching_budget_ratio,design_physical_ceiling,design_ceiling_residual,slots_above_design_ceiling,slots_below_design_ceiling,ceiling_scope
10,0.3,stable,fixed_envelope,r56_seed010__stable__fixed_envelope,1,1777,950,950,0.5346088913899831,0.5346088913899831,0,0.0,0,0.0,0,517.1957826683727,0.5444166133351291,535.3391529525484,19984.84671406278,18.143370284175717,0,0,0,0.12138443710747204,12024,0,0.0,5,0,ok,[],03051b2e26fd33f2c9196b83f087734aab91744200ceaedc763369c7ac6ad906,414330fb34d1ad6c134a6d8dc56a936422dcf13bc1be84fce307027f98c6d04d,648969f986c31ed9447c94a6a42ade66a1ba38dcb18e21e8f2bf5fe25cf388f9,r51-free-action-design-only-v1,continuous_envelope_payment_upper_bound,4.480186700006016,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,continuous_box_sufficient_reserve_v1,conditional_on_declared_cost_response_state_bounds_and_known_weighting,passed_observed,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,950,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
10,0.3,stable,frozen_point,r56_seed010__stable__frozen_point,1,1777,1396,1396,0.7855936972425436,0.7855936972425436,0,0.0,0,0.0,0,375.6168173918426,0.26906648810303907,375.6168173918426,19984.84671406278,0.0,0,0,0,0.03131319289760279,12024,0,0.0,5,0,ok,[],03051b2e26fd33f2c9196b83f087734aab91744200ceaedc763369c7ac6ad906,414330fb34d1ad6c134a6d8dc56a936422dcf13bc1be84fce307027f98c6d04d,a50bb21ce080459b77bffcc84d61dd7bdb919bb789b3e8bb74ee4be7d2241bb2,r51-free-action-design-only-v1,design_expected_payment,3.6080846000040765,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,design_response_ir,nominal_model_only_no_current_response_robust_guarantee,passed_observed,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,1396,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
10,0.3,up_step,fixed_envelope,r56_seed010__up_step__fixed_envelope,1,1777,950,950,0.5346088913899831,0.5346088913899831,0,0.0,0,0.0,0,526.7214545293068,0.5544436363466387,535.0534728157318,19984.84671406278,8.332018286424955,0,0,0,0.12666862228743786,12024,0,0.0,5,0,ok,[],03051b2e26fd33f2c9196b83f087734aab91744200ceaedc763369c7ac6ad906,414330fb34d1ad6c134a6d8dc56a936422dcf13bc1be84fce307027f98c6d04d,648969f986c31ed9447c94a6a42ade66a1ba38dcb18e21e8f2bf5fe25cf388f9,r51-free-action-design-only-v1,continuous_envelope_payment_upper_bound,4.706602999998722,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,continuous_box_sufficient_reserve_v1,conditional_on_declared_cost_response_state_bounds_and_known_weighting,passed_observed,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,950,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
10,0.3,up_step,frozen_point,r56_seed010__up_step__frozen_point,1,1777,1396,1396,0.7855936972425436,0.7855936972425436,0,0.0,0,0.0,760,381.0167378676938,0.27293462597972334,375.32194350000043,19984.84671406278,-5.694794367693362,0,251,760,0.03131319289760279,12024,0,0.0,5,0,failed,"[""a_star < a_target on 760 assigned pairs""]",03051b2e26fd33f2c9196b83f087734aab91744200ceaedc763369c7ac6ad906,414330fb34d1ad6c134a6d8dc56a936422dcf13bc1be84fce307027f98c6d04d,a50bb21ce080459b77bffcc84d61dd7bdb919bb789b3e8bb74ee4be7d2241bb2,r51-free-action-design-only-v1,design_expected_payment,3.70109140000568,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,design_response_ir,nominal_model_only_no_current_response_robust_guarantee,violated,completed,251,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,1396,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
11,0.3,down_step,fixed_envelope,r56_seed011__down_step__fixed_envelope,1,1777,930,930,0.5233539673607203,0.5233539673607203,0,0.0,0,0.0,0,534.092401127858,0.574292904438557,577.2758863599606,19988.29793074326,43.18348523210261,0,0,0,0.09605682985323052,12024,0,0.0,5,0,ok,[],4b2fe588fb753a114ad93ab8242cc08d51934dab841b3db8540b08727d1f57c8,1a895b68c1d6fd9b38e1dd5a73d67a1fb09950e21b4b614b2fa6aa378c9d286f,767a7bf3e860d7b5a949a2262eee2faf75dbbdce7216e368393e67d33b246417,r51-free-action-design-only-v1,continuous_envelope_payment_upper_bound,4.9694357000043965,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,continuous_box_sufficient_reserve_v1,conditional_on_declared_cost_response_state_bounds_and_known_weighting,passed_observed,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,930,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
11,0.3,down_step,frozen_point,r56_seed011__down_step__frozen_point,1,1777,1355,1107,0.7625211029825548,0.6229600450196962,248,0.18302583025830257,1,0.0007380073800738007,0,388.39553476298136,0.2866387710427907,409.30161704411233,19988.29793074326,20.906082281130978,0,0,0,0.004817981984396619,12024,0,0.0,5,0,failed,"[""IR violations: 1"",""QoS violations: 248""]",4b2fe588fb753a114ad93ab8242cc08d51934dab841b3db8540b08727d1f57c8,1a895b68c1d6fd9b38e1dd5a73d67a1fb09950e21b4b614b2fa6aa378c9d286f,5d7715c3582242608526e1fcc24cab348745e259796c30062a02f36a3480cf84,r51-free-action-design-only-v1,design_expected_payment,3.7199832999976934,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,design_response_ir,nominal_model_only_no_current_response_robust_guarantee,violated,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,1355,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
11,0.3,stable,fixed_envelope,r56_seed011__stable__fixed_envelope,1,1777,930,930,0.5233539673607203,0.5233539673607203,0,0.0,0,0.0,0,557.5671140967048,0.5995345312867794,576.6742593366648,19988.29793074326,19.107145239960005,0,0,0,0.12279629031438356,12024,0,0.0,5,0,ok,[],4b2fe588fb753a114ad93ab8242cc08d51934dab841b3db8540b08727d1f57c8,1a895b68c1d6fd9b38e1dd5a73d67a1fb09950e21b4b614b2fa6aa378c9d286f,767a7bf3e860d7b5a949a2262eee2faf75dbbdce7216e368393e67d33b246417,r51-free-action-design-only-v1,continuous_envelope_payment_upper_bound,4.635037399995781,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,continuous_box_sufficient_reserve_v1,conditional_on_declared_cost_response_state_bounds_and_known_weighting,passed_observed,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,930,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
11,0.3,stable,frozen_point,r56_seed011__stable__frozen_point,1,1777,1355,1355,0.7625211029825548,0.7625211029825548,0,0.0,0,0.0,0,408.233333716326,0.30127921307477934,408.233333716326,19988.29793074326,0.0,0,0,0,0.027447802375908853,12024,0,0.0,5,0,ok,[],4b2fe588fb753a114ad93ab8242cc08d51934dab841b3db8540b08727d1f57c8,1a895b68c1d6fd9b38e1dd5a73d67a1fb09950e21b4b614b2fa6aa378c9d286f,5d7715c3582242608526e1fcc24cab348745e259796c30062a02f36a3480cf84,r51-free-action-design-only-v1,design_expected_payment,3.8014496000032523,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,design_response_ir,nominal_model_only_no_current_response_robust_guarantee,passed_observed,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,1355,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
11,0.3,up_step,fixed_envelope,r56_seed011__up_step__fixed_envelope,1,1777,930,930,0.5233539673607203,0.5233539673607203,0,0.0,0,0.0,0,567.8437858157142,0.6105847159308755,576.4090187845115,19988.29793074326,8.565232968797318,0,0,0,0.12279629031438356,12024,0,0.0,5,0,ok,[],4b2fe588fb753a114ad93ab8242cc08d51934dab841b3db8540b08727d1f57c8,1a895b68c1d6fd9b38e1dd5a73d67a1fb09950e21b4b614b2fa6aa378c9d286f,767a7bf3e860d7b5a949a2262eee2faf75dbbdce7216e368393e67d33b246417,r51-free-action-design-only-v1,continuous_envelope_payment_upper_bound,4.584796700000879,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,continuous_box_sufficient_reserve_v1,conditional_on_declared_cost_response_state_bounds_and_known_weighting,passed_observed,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,930,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
11,0.3,up_step,frozen_point,r56_seed011__up_step__frozen_point,1,1777,1355,1355,0.7625211029825548,0.7625211029825548,0,0.0,0,0.0,734,413.76202676676616,0.3053594293481669,407.9442990501822,19988.29793074326,-5.817727716583931,0,250,733,0.027447802375908853,12024,0,0.0,5,0,failed,"[""a_star < a_target on 734 assigned pairs""]",4b2fe588fb753a114ad93ab8242cc08d51934dab841b3db8540b08727d1f57c8,1a895b68c1d6fd9b38e1dd5a73d67a1fb09950e21b4b614b2fa6aa378c9d286f,5d7715c3582242608526e1fcc24cab348745e259796c30062a02f36a3480cf84,r51-free-action-design-only-v1,design_expected_payment,3.891181400002097,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,design_response_ir,nominal_model_only_no_current_response_robust_guarantee,violated,completed,250,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,1355,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
12,0.3,down_step,fixed_envelope,r56_seed012__down_step__fixed_envelope,1,1777,938,938,0.5278559369724254,0.5278559369724254,0,0.0,0,0.0,0,551.87898719237,0.5883571292029531,596.5124529040418,19908.245507208125,44.63346571167176,0,0,0,0.13165232541297156,12024,0,0.0,5,0,ok,[],491b3cd3915ecd3a7fc7016146d5b9f98e88183ce76e1cf50c4cbd3e07df45d6,2fce02875d2bbf7302104fe15f74a902813d09e8bb7ec0e8170e7c3ecfdae02a,f860a3116038dff933f71da5f744bc487a8cab36457bc169c553dd3cfb1d6caa,r51-free-action-design-only-v1,continuous_envelope_payment_upper_bound,4.792900200001895,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,continuous_box_sufficient_reserve_v1,conditional_on_declared_cost_response_state_bounds_and_known_weighting,passed_observed,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,938,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
12,0.3,down_step,frozen_point,r56_seed012__down_step__frozen_point,1,1777,1378,1123,0.7754642656162071,0.6319639842431064,255,0.18505079825834542,0,0.0,0,408.2157255778267,0.2962378269795549,430.909378220921,19908.245507208125,22.69365264309431,0,0,0,0.05362685816421098,12024,0,0.0,5,0,failed,"[""QoS violations: 255""]",491b3cd3915ecd3a7fc7016146d5b9f98e88183ce76e1cf50c4cbd3e07df45d6,2fce02875d2bbf7302104fe15f74a902813d09e8bb7ec0e8170e7c3ecfdae02a,0bb04fa9c9f6fc455f23114dc57226a5dfc7d491aa25d95c76995b4b7834c7a4,r51-free-action-design-only-v1,design_expected_payment,3.798201900004642,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,design_response_ir,nominal_model_only_no_current_response_robust_guarantee,violated,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,1378,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
12,0.3,stable,fixed_envelope,r56_seed012__stable__fixed_envelope,1,1777,938,938,0.5278559369724254,0.5278559369724254,0,0.0,0,0.0,0,576.1809999350671,0.61426545835295,595.9137328798554,19908.245507208125,19.732732944788268,0,0,0,0.15900828006244755,12024,0,0.0,5,0,ok,[],491b3cd3915ecd3a7fc7016146d5b9f98e88183ce76e1cf50c4cbd3e07df45d6,2fce02875d2bbf7302104fe15f74a902813d09e8bb7ec0e8170e7c3ecfdae02a,f860a3116038dff933f71da5f744bc487a8cab36457bc169c553dd3cfb1d6caa,r51-free-action-design-only-v1,continuous_envelope_payment_upper_bound,4.832774299997254,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,continuous_box_sufficient_reserve_v1,conditional_on_declared_cost_response_state_bounds_and_known_weighting,passed_observed,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,938,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
12,0.3,stable,frozen_point,r56_seed012__stable__frozen_point,1,1777,1378,1378,0.7754642656162071,0.7754642656162071,0,0.0,0,0.0,0,429.913291015433,0.3119835203305029,429.913291015433,19908.245507208125,0.0,0,0,0,0.05362685816421098,12024,0,0.0,5,0,ok,[],491b3cd3915ecd3a7fc7016146d5b9f98e88183ce76e1cf50c4cbd3e07df45d6,2fce02875d2bbf7302104fe15f74a902813d09e8bb7ec0e8170e7c3ecfdae02a,0bb04fa9c9f6fc455f23114dc57226a5dfc7d491aa25d95c76995b4b7834c7a4,r51-free-action-design-only-v1,design_expected_payment,3.6708286000066437,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,design_response_ir,nominal_model_only_no_current_response_robust_guarantee,passed_observed,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,1378,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
12,0.3,up_step,fixed_envelope,r56_seed012__up_step__fixed_envelope,1,1777,938,938,0.5278559369724254,0.5278559369724254,0,0.0,0,0.0,0,586.799272926994,0.6255855788134265,595.6547014358997,19908.245507208125,8.855428508905675,0,0,0,0.15900828006244755,12024,0,0.0,5,0,ok,[],491b3cd3915ecd3a7fc7016146d5b9f98e88183ce76e1cf50c4cbd3e07df45d6,2fce02875d2bbf7302104fe15f74a902813d09e8bb7ec0e8170e7c3ecfdae02a,f860a3116038dff933f71da5f744bc487a8cab36457bc169c553dd3cfb1d6caa,r51-free-action-design-only-v1,continuous_envelope_payment_upper_bound,5.847857399996428,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,continuous_box_sufficient_reserve_v1,conditional_on_declared_cost_response_state_bounds_and_known_weighting,passed_observed,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,938,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
12,0.3,up_step,frozen_point,r56_seed012__up_step__frozen_point,1,1777,1378,1378,0.7754642656162071,0.7754642656162071,0,0.0,0,0.0,751,435.936911600518,0.31635479796844557,429.6513860859511,19908.245507208125,-6.285525514566871,0,242,751,0.05362685816421098,12024,0,0.0,5,0,failed,"[""a_star < a_target on 751 assigned pairs""]",491b3cd3915ecd3a7fc7016146d5b9f98e88183ce76e1cf50c4cbd3e07df45d6,2fce02875d2bbf7302104fe15f74a902813d09e8bb7ec0e8170e7c3ecfdae02a,0bb04fa9c9f6fc455f23114dc57226a5dfc7d491aa25d95c76995b4b7834c7a4,r51-free-action-design-only-v1,design_expected_payment,3.852254299999913,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,design_response_ir,nominal_model_only_no_current_response_robust_guarantee,violated,completed,242,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,1378,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
13,0.3,down_step,fixed_envelope,r56_seed013__down_step__fixed_envelope,1,1777,952,952,0.5357343837929094,0.5357343837929094,0,0.0,0,0.0,0,680.4831463404998,0.7147932209459033,735.4369413090772,20017.205649629894,54.95379496857731,0,0,0,0.05120421132064927,12024,0,0.0,5,0,ok,[],be3204f9d9f0e0769c2267a051d05091a681404e5053abdaa0940439740b662b,823b33f6f3775362cf5df849e891c4378fb482d1166fd14bcd56d252d440f9d5,62533e3b04cf21900703319da68f8114f0bf564e7c94aeaa9eee124d55c27a4c,r51-free-action-design-only-v1,continuous_envelope_payment_upper_bound,5.050539600000775,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,continuous_box_sufficient_reserve_v1,conditional_on_declared_cost_response_state_bounds_and_known_weighting,passed_observed,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,952,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
13,0.3,down_step,frozen_point,r56_seed013__down_step__frozen_point,1,1777,1365,1114,0.7681485649971863,0.6268992684299382,251,0.1838827838827839,0,0.0,0,510.0651384112706,0.3736740940741909,538.7070596836796,20017.205649629894,28.641921272409036,0,0,0,0.03331301465948866,12024,0,0.0,5,0,failed,"[""QoS violations: 251""]",be3204f9d9f0e0769c2267a051d05091a681404e5053abdaa0940439740b662b,823b33f6f3775362cf5df849e891c4378fb482d1166fd14bcd56d252d440f9d5,0af85bfc04ba73df9a631124018d466e96d2967e43843bdbe2ca5d9dcfc17763,r51-free-action-design-only-v1,design_expected_payment,3.855024200005573,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,design_response_ir,nominal_model_only_no_current_response_robust_guarantee,violated,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,1365,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
13,0.3,stable,fixed_envelope,r56_seed013__stable__fixed_envelope,1,1777,952,952,0.5357343837929094,0.5357343837929094,0,0.0,0,0.0,0,709.8926230068334,0.7456855283685225,734.9392845677113,20017.205649629894,25.04666156087785,0,0,0,0.07090990305246882,12024,0,0.0,5,0,ok,[],be3204f9d9f0e0769c2267a051d05091a681404e5053abdaa0940439740b662b,823b33f6f3775362cf5df849e891c4378fb482d1166fd14bcd56d252d440f9d5,62533e3b04cf21900703319da68f8114f0bf564e7c94aeaa9eee124d55c27a4c,r51-free-action-design-only-v1,continuous_envelope_payment_upper_bound,4.909091800000169,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,continuous_box_sufficient_reserve_v1,conditional_on_declared_cost_response_state_bounds_and_known_weighting,passed_observed,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,952,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
13,0.3,stable,frozen_point,r56_seed013__stable__frozen_point,1,1777,1365,1365,0.7681485649971863,0.7681485649971863,0,0.0,0,0.0,0,537.936704222133,0.39409282360595826,537.936704222133,20017.205649629894,0.0,0,0,0,0.05229517348710458,12024,0,0.0,5,0,ok,[],be3204f9d9f0e0769c2267a051d05091a681404e5053abdaa0940439740b662b,823b33f6f3775362cf5df849e891c4378fb482d1166fd14bcd56d252d440f9d5,0af85bfc04ba73df9a631124018d466e96d2967e43843bdbe2ca5d9dcfc17763,r51-free-action-design-only-v1,design_expected_payment,4.44086189999507,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,design_response_ir,nominal_model_only_no_current_response_robust_guarantee,passed_observed,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,1365,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
13,0.3,up_step,fixed_envelope,r56_seed013__up_step__fixed_envelope,1,1777,952,952,0.5357343837929094,0.5357343837929094,0,0.0,0,0.0,0,722.8915489260424,0.7593398623172715,734.7219612527068,20017.205649629894,11.830412326664373,0,0,0,0.0826957089076349,12024,0,0.0,5,0,ok,[],be3204f9d9f0e0769c2267a051d05091a681404e5053abdaa0940439740b662b,823b33f6f3775362cf5df849e891c4378fb482d1166fd14bcd56d252d440f9d5,62533e3b04cf21900703319da68f8114f0bf564e7c94aeaa9eee124d55c27a4c,r51-free-action-design-only-v1,continuous_envelope_payment_upper_bound,5.034817399995518,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,continuous_box_sufficient_reserve_v1,conditional_on_declared_cost_response_state_bounds_and_known_weighting,passed_observed,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,952,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
13,0.3,up_step,frozen_point,r56_seed013__up_step__frozen_point,1,1777,1365,1365,0.7681485649971863,0.7681485649971863,0,0.0,0,0.0,742,545.9891213400876,0.3999920302857785,537.7310168701475,20017.205649629894,-8.258104469940122,0,248,739,0.06388935478919153,12024,0,0.0,5,0,failed,"[""a_star < a_target on 742 assigned pairs""]",be3204f9d9f0e0769c2267a051d05091a681404e5053abdaa0940439740b662b,823b33f6f3775362cf5df849e891c4378fb482d1166fd14bcd56d252d440f9d5,0af85bfc04ba73df9a631124018d466e96d2967e43843bdbe2ca5d9dcfc17763,r51-free-action-design-only-v1,design_expected_payment,3.995334699997329,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,design_response_ir,nominal_model_only_no_current_response_robust_guarantee,violated,completed,248,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,1365,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
14,0.3,down_step,fixed_envelope,r56_seed014__down_step__fixed_envelope,1,1777,949,949,0.53404614518852,0.53404614518852,0,0.0,0,0.0,0,528.2897195610884,0.5566804210338129,570.8139701209111,19945.234393897794,42.52425055982269,0,0,0,0.12095476156258579,12024,0,0.0,5,0,ok,[],13c1a120d99c1f4c3e281ff0237721be2fd7293951dcce6c58e485d842f78bd1,78a77f7c877c036179bb310f954ea4c2020a3fd921c77cfbe6ce43f774b04915,39e7f3e99b1b83d84759e28d5ce394a5b5c4638a5bf54d32ac6b14fe2fd90ad3,r51-free-action-design-only-v1,continuous_envelope_payment_upper_bound,4.907199999994191,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,continuous_box_sufficient_reserve_v1,conditional_on_declared_cost_response_state_bounds_and_known_weighting,passed_observed,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,949,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
14,0.3,down_step,frozen_point,r56_seed014__down_step__frozen_point,1,1777,1387,1133,0.7805289814293753,0.6375914462577378,254,0.18312905551550107,0,0.0,0,393.007236370628,0.28335056695791494,414.61584608496753,19945.234393897794,21.608609714339536,0,0,0,0.040270851198247276,12024,0,0.0,5,0,failed,"[""QoS violations: 254""]",13c1a120d99c1f4c3e281ff0237721be2fd7293951dcce6c58e485d842f78bd1,78a77f7c877c036179bb310f954ea4c2020a3fd921c77cfbe6ce43f774b04915,21074137958fb4a860eaf8bf6355a9314811688aebf62ca55de0cc3dbf785dbe,r51-free-action-design-only-v1,design_expected_payment,3.8393310000028578,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,design_response_ir,nominal_model_only_no_current_response_robust_guarantee,violated,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,1387,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
14,0.3,stable,fixed_envelope,r56_seed014__stable__fixed_envelope,1,1777,949,949,0.53404614518852,0.53404614518852,0,0.0,0,0.0,0,551.2532940155952,0.5808780758857695,570.2265953190504,19945.234393897794,18.973301303455173,0,0,0,0.12095476156258579,12024,0,0.0,5,0,ok,[],13c1a120d99c1f4c3e281ff0237721be2fd7293951dcce6c58e485d842f78bd1,78a77f7c877c036179bb310f954ea4c2020a3fd921c77cfbe6ce43f774b04915,39e7f3e99b1b83d84759e28d5ce394a5b5c4638a5bf54d32ac6b14fe2fd90ad3,r51-free-action-design-only-v1,continuous_envelope_payment_upper_bound,4.785283099998196,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,continuous_box_sufficient_reserve_v1,conditional_on_declared_cost_response_state_bounds_and_known_weighting,passed_observed,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,949,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
