scenario,seed,design_reserve_MOI,design_reserve_PASI,payment_MOI,payment_PASI,pps_MOI,pps_PASI,coverage_MOI,coverage_PASI,qualified_coverage_MOI,qualified_coverage_PASI,mean_quality_MOI,mean_quality_PASI,assigned_MOI,assigned_PASI,qualified_MOI,qualified_PASI,payment_saving_percent,pps_saving_percent,decision_fee_saving_percent,decision_fee_per_service_MOI,decision_fee_per_service_PASI,decision_fee_per_service_saving_percent,coverage_delta_pp,qualified_coverage_delta_pp,mean_quality_delta
dynamic,5,27562.953819198618,22960.50806050567,27574.66064526487,22960.50806050567,0.5488914673500581,0.4570437737226679,0.8372833333333334,0.8372833333333334,0.8372833333333334,0.8372833333333334,0.892163894483276,0.8918441946315793,50237,50237,50237,50237,16.73330687226987,16.73330687226987,16.69794097135981,0.5486584354001756,0.4570437737226679,16.697940971359817,0.0,0.0,-0.0003196998516967753
dynamic,6,30871.67832249624,26060.94589469253,30886.61633187857,26060.94589469253,0.6185859752834626,0.5219391939815451,0.8321833333333334,0.8321833333333334,0.8321833333333334,0.8321833333333334,0.8912593295292162,0.89091314153062,49931,49931,49931,49931,15.623823553004051,15.623823553004062,15.58299609612776,0.6182868022370118,0.5219391939815451,15.582996096127761,0.0,0.0,-0.00034618799859620353
dynamic,7,30994.130607788436,26366.38461696416,31010.4816737484,26366.38461696416,0.6192930797169868,0.526548400706238,0.8345666666666667,0.8345666666666667,0.8345666666666667,0.8345666666666667,0.8910214371187143,0.8906282677890198,50074,50074,50074,50074,14.975894620545844,14.975894620545825,14.93103984552928,0.618966541674091,0.526548400706238,14.931039845529266,0.0,0.0,-0.00039316932969446494
dynamic,8,30402.752920922816,26106.73597444844,30415.48581241678,26106.73597444844,0.6064539671089821,0.520541861393106,0.8358833333333333,0.8358833333333333,0.8358833333333333,0.8358833333333333,0.8918771942017744,0.8915847623540212,50153,50153,50153,50153,14.16630286473788,14.166302864737862,14.130355095304246,0.6062000861548226,0.5205418613931059,14.130355095304246,0.0,0.0,-0.00029243184775318287
dynamic,9,29511.35234271257,25083.579663015364,29523.916364005003,25083.579663015364,0.5884305888309683,0.4999318304902013,0.8362333333333334,0.8362333333333334,0.8362333333333334,0.8362333333333334,0.8916009232098131,0.8912555409532457,50174,50174,50174,50174,15.039795690531127,15.039795690531149,15.003625141531625,0.5881801798284484,0.49993183049020135,15.00362514153163,0.0,0.0,-0.00034538225656743915
dynamic,10,30543.423854303936,26008.724738399786,30559.315872756488,26008.724738399786,0.6108564549694463,0.5198937521418391,0.8337833333333333,0.8337833333333333,0.8337833333333333,0.8337833333333333,0.8918712928536111,0.8914916312148238,50027,50027,50027,50027,14.891011151246145,14.891011151246156,14.84672817800404,0.6105387861415623,0.5198937521418391,14.846728178004053,0.0,0.0,-0.00037966163878733195
dynamic,11,29782.321359176894,25160.780624491417,29795.632761462257,25160.780624491417,0.5957339350487305,0.5030646930819038,0.8335833333333333,0.8335833333333333,0.8335833333333333,0.8335833333333333,0.8919571823048013,0.891638731571055,50015,50015,50015,50015,15.555474770670314,15.555474770670305,15.517731740751065,0.5954677868474837,0.5030646930819038,15.517731740751064,0.0,0.0,-0.0003184507337462561
dynamic,12,29044.13258089082,24295.5009499699,29061.667780251577,24295.5009499699,0.578675609411433,0.4837717478737958,0.8370166666666666,0.8370166666666666,0.8370166666666666,0.8370166666666666,0.8916824029921769,0.891204303411016,50221,50221,50221,50221,16.40018345237727,16.400183452377284,16.349710626390728,0.5783264487144983,0.48377174787379584,16.349710626390735,0.0,0.0,-0.0004780995811609623
dynamic,13,30294.539869384254,25750.820663994095,30308.26875765108,25750.820663994095,0.6044607957091218,0.5135681510937975,0.8356833333333333,0.8356833333333333,0.8356833333333333,0.8356833333333333,0.8916294129856365,0.8912871743268178,50141,50141,50141,50141,15.036979281459269,15.036979281459242,14.998475715361682,0.6041869900756717,0.5135681510937974,14.998475715361677,0.0,0.0,-0.000342238658818661
dynamic,14,31901.987371246487,27914.32331235811,31920.147409468143,27914.32331235811,0.6380073836115238,0.5579405431104337,0.83385,0.83385,0.83385,0.83385,0.8924193544882226,0.8918911283445825,50031,50031,50031,50031,12.549516284256972,12.549516284256974,12.499735557172501,0.6376444078920367,0.5579405431104337,12.499735557172501,0.0,0.0,-0.0005282261436401203
