cell_id,seed,method,original_stage,workload,magnitude,duration,heterogeneity,qos,assigned,tasks,payment,pps,coverage,qualified_coverage,quality_violations,deadline_violations,qos_violations,qos_violation_rate,target_violations,ir_violations,design_reserve,reserve_over_budget_slots,settlement_over_reserve_slots,settlement_over_budget_slots,diagnostic_status,execution_status,instrumented_runtime_s,candidate_graph_sha256,window_phase_sha256,config_sha256
E7C004,13,MOI,confirmation,high,0.0,5,high,strict,2181,3531,856.5247866396368,0.39272113096727956,0.6176720475785896,0.6176720475785896,0,0,0,0.0,0,0,856.5247866396368,0,0,0,ok,completed,3.866019099999903,9074fe90fcb9cc353470b45d003d201b6fcb043506454aab79686b78c76659f3,1e40a3fa03e09d0aed8b25221b8df7dbf8a88b42851471d9d01bea263c44b49a,70a8e8345e5468acdb7988977968356d6bdb1d18602f9d97baa63c169aa2e8ce
E7C004,13,PASI,confirmation,high,0.0,5,high,strict,2181,3531,856.5247866396368,0.39272113096727956,0.6176720475785896,0.6176720475785896,0,0,0,0.0,0,0,856.5247866396368,0,0,0,ok,completed,3.799466699999357,9074fe90fcb9cc353470b45d003d201b6fcb043506454aab79686b78c76659f3,1e40a3fa03e09d0aed8b25221b8df7dbf8a88b42851471d9d01bea263c44b49a,70a8e8345e5468acdb7988977968356d6bdb1d18602f9d97baa63c169aa2e8ce
E7C004,14,MOI,confirmation,high,0.0,5,high,strict,2158,3531,569.1633574213232,0.26374576340191064,0.6111583120928915,0.6111583120928915,0,0,0,0.0,0,0,569.1633574213232,0,0,0,ok,completed,3.9459427000001597,27e53d29734b221c9bac3a41c68ba0d735e45a596930c2c9ca7853d54b2b9f75,57f806371e1490058b570a21e5a742da44ea86bc3da592e7d2be3855236577f5,17e3f1971e0aced12478373675c5d50ac63df9de5599a645e6504421fe497014
E7C004,14,PASI,confirmation,high,0.0,5,high,strict,2158,3531,569.1633574213232,0.26374576340191064,0.6111583120928915,0.6111583120928915,0,0,0,0.0,0,0,569.1633574213232,0,0,0,ok,completed,3.9656322999999247,27e53d29734b221c9bac3a41c68ba0d735e45a596930c2c9ca7853d54b2b9f75,57f806371e1490058b570a21e5a742da44ea86bc3da592e7d2be3855236577f5,17e3f1971e0aced12478373675c5d50ac63df9de5599a645e6504421fe497014
E7C004,15,MOI,confirmation,high,0.0,5,high,strict,2181,3531,813.1309873877462,0.37282484520300146,0.6176720475785896,0.6176720475785896,0,0,0,0.0,0,0,813.1309873877462,0,0,0,ok,completed,4.188767499999813,ab50d6d16b442b10180b2ee2f4953e9e66ff1d97c5c57a09b308c23e6d74368e,60a32269e4f7e3ebd239cb7f55f8e232659b1694ecafa3aad37f2e8f562789a8,296906a45da7dd2a50b3ac608dbb353ff7847f9b89b5d6a6cee770cc56993cf3
E7C004,15,PASI,confirmation,high,0.0,5,high,strict,2181,3531,813.1309873877462,0.37282484520300146,0.6176720475785896,0.6176720475785896,0,0,0,0.0,0,0,813.1309873877462,0,0,0,ok,completed,4.259731000000102,ab50d6d16b442b10180b2ee2f4953e9e66ff1d97c5c57a09b308c23e6d74368e,60a32269e4f7e3ebd239cb7f55f8e232659b1694ecafa3aad37f2e8f562789a8,296906a45da7dd2a50b3ac608dbb353ff7847f9b89b5d6a6cee770cc56993cf3
E7C004,16,MOI,confirmation,high,0.0,5,high,strict,2175,3531,727.7350637473323,0.3345908339068195,0.6159728122344945,0.6159728122344945,0,0,0,0.0,0,0,727.7350637473323,0,0,0,ok,completed,4.20409010000003,2751157e1905b0b1f79d85004bf8e9c476772c898e43bfe8d4a914d9e24c5d53,ce09802aba2238161954886e23a4fe50fe394fa50fbc9648b04aa033e15fcc2a,5874a0ec135f689def4a471e24de60c6d1058a243b7e8853340c8ceb3f733fc2
E7C004,16,PASI,confirmation,high,0.0,5,high,strict,2175,3531,727.7350637473323,0.3345908339068195,0.6159728122344945,0.6159728122344945,0,0,0,0.0,0,0,727.7350637473323,0,0,0,ok,completed,4.1814299999996365,2751157e1905b0b1f79d85004bf8e9c476772c898e43bfe8d4a914d9e24c5d53,ce09802aba2238161954886e23a4fe50fe394fa50fbc9648b04aa033e15fcc2a,5874a0ec135f689def4a471e24de60c6d1058a243b7e8853340c8ceb3f733fc2
E7C004,17,MOI,confirmation,high,0.0,5,high,strict,2215,3531,712.851477799709,0.32182910961612143,0.6273010478617955,0.6273010478617955,0,0,0,0.0,0,0,712.851477799709,0,0,0,ok,completed,3.8264570999999705,e09c0cb7bf613f4d92e9b094dd3061dc9256083af3c6f7d97022567875ec36c2,ec498ecb2a5429ffdd440bb0d9999fd0326d68555ef39de51d6d989553226f69,d952460e621e7eb223b7fd938f46b77cfdde264c642c78a3ec5be6107dbefe09
E7C004,17,PASI,confirmation,high,0.0,5,high,strict,2215,3531,712.851477799709,0.32182910961612143,0.6273010478617955,0.6273010478617955,0,0,0,0.0,0,0,712.851477799709,0,0,0,ok,completed,3.9004291000001103,e09c0cb7bf613f4d92e9b094dd3061dc9256083af3c6f7d97022567875ec36c2,ec498ecb2a5429ffdd440bb0d9999fd0326d68555ef39de51d6d989553226f69,d952460e621e7eb223b7fd938f46b77cfdde264c642c78a3ec5be6107dbefe09
