workload,seed,method,tasks,assigned,qualified,coverage,qualified_coverage,payment,pps,mean_quality,high_quality_rate,platform_utility,quality_violations,deadline_violations,qos_violations,qos_violation_rate,target_violations,ir_violations,design_reserve,available_budget,slots_reserve_exceeds_budget,slots_settlement_exceeds_reserve,slots_settlement_exceeds_budget,candidate_rows,spatial_candidate_rows,legal_rows,spatial_graph_sha256,config_sha256,mean_runtime_state,diagnostic_status,instrumented_runtime_s,core_protocol_version,decision_cost_basis
high,26,PASI,3531,2487,2487,0.7043330501274426,0.7043330501274426,717.4541380375285,0.28848176036892986,0.8675814130073709,0.8765581021310817,5807.135619368831,0,0,0,0.0,0,0,717.4541380375285,7951.688366251775,0,0,0,23496,6977,6220,4b076f89f78f349a7487f49ad4adc27f30202e18a5712cf89245e2a81d6d62b7,362f7a757fa82cab15cfbcbc5db25f8e4cb3bcdc80489f8e72812c78633444aa,0.8252714556370867,ok,3.6335490999990725,r51-free-action-design-only-v1,design_expected_payment
high,27,MOI,3531,2466,2466,0.6983857264231096,0.6983857264231096,831.755393257522,0.33728929166971694,0.8659447940623106,0.8746958637469586,5644.5928055748955,0,0,0,0.0,0,0,831.755393257522,7962.275699197566,0,0,0,23496,6996,6229,33eade8924cda5088e54eed14fc5e717890938024067ba9019b96972f7b11018,7581e6a7710acadaaf02cdeac8c4a9185d56d64ec34df3d73f585048b6052172,0.7994387501189328,ok,3.506946000001335,r51-free-action-design-only-v1,design_expected_payment
high,27,PASI,3531,2466,2466,0.6983857264231096,0.6983857264231096,727.2979750111531,0.29493024128595013,0.8661905054414873,0.8759124087591241,5743.913595495396,0,0,0,0.0,0,0,727.2979750111531,7962.275699197566,0,0,0,23496,6996,6229,33eade8924cda5088e54eed14fc5e717890938024067ba9019b96972f7b11018,7581e6a7710acadaaf02cdeac8c4a9185d56d64ec34df3d73f585048b6052172,0.798807690735869,ok,3.533702300002915,r51-free-action-design-only-v1,design_expected_payment
high,28,MOI,3531,2509,2509,0.7105635797224582,0.7105635797224582,949.5029702650614,0.3784388083957997,0.8672694382645589,0.8664806695894779,5609.514666125084,0,0,0,0.0,0,0,949.5029702650614,7925.339812965678,0,0,0,23496,6914,6140,4ce9c508500db373a8390008137723292c93f69afe73fedbff88baaa2479b6fe,3c1e21ef563e6e8244da62a22561b5a085db469523677034ac66d1c45a118e1d,0.8260235995495733,ok,3.6950213000018266,r51-free-action-design-only-v1,design_expected_payment
high,28,PASI,3531,2509,2509,0.7105635797224582,0.7105635797224582,849.3699736257515,0.3385292840278005,0.8675353215549058,0.868074930251096,5704.581716600223,0,0,0,0.0,0,0,849.3699736257515,7925.339812965678,0,0,0,23496,6914,6140,4ce9c508500db373a8390008137723292c93f69afe73fedbff88baaa2479b6fe,3c1e21ef563e6e8244da62a22561b5a085db469523677034ac66d1c45a118e1d,0.8259243577691441,ok,3.6756166000050143,r51-free-action-design-only-v1,design_expected_payment
high,29,MOI,3531,2468,2468,0.6989521382044747,0.6989521382044747,809.2588998233107,0.3279006887452636,0.8652611009472598,0.8606158833063209,5690.503596753539,0,0,0,0.0,0,0,809.2588998233107,8007.269106103393,0,0,0,23496,6918,6091,22ceac79aa23bc6c907e481f1c6edb7e29874091faf53714d72926e26ca216b6,d0e9ab91d18d43cee47ebe4ee8919a3c239e66970359fab26bc9b146ea3d37f7,0.8337130153100919,ok,3.6612791000006837,r51-free-action-design-only-v1,design_expected_payment
high,29,PASI,3531,2468,2468,0.6989521382044747,0.6989521382044747,666.5051321423942,0.27005880556823103,0.8656955388400759,0.8626418152350082,5824.018314309378,0,0,0,0.0,0,0,666.5051321423942,8007.269106103393,0,0,0,23496,6918,6091,22ceac79aa23bc6c907e481f1c6edb7e29874091faf53714d72926e26ca216b6,d0e9ab91d18d43cee47ebe4ee8919a3c239e66970359fab26bc9b146ea3d37f7,0.8319003183707121,ok,3.660022999996727,r51-free-action-design-only-v1,design_expected_payment
high,30,MOI,3531,2496,2496,0.7068819031435853,0.7068819031435853,851.8154820035447,0.34127222836680476,0.8649458008037615,0.8657852564102564,5729.774425533493,0,0,0,0.0,0,0,851.8154820035447,7983.183835215903,0,0,0,23496,6961,6237,9f56fc1393a128afb02e083d417b3b79faae9b7e739de07c1bdc7da4740e30e1,7bae5506c6f08671ca96f741629bce9a55b082a52efef36a7d2583351b3bb12f,0.8091703492143202,ok,3.545622000005096,r51-free-action-design-only-v1,design_expected_payment
high,30,PASI,3531,2496,2496,0.7068819031435853,0.7068819031435853,733.2839202846885,0.2937836219089297,0.8652498817393596,0.8665865384615384,5839.004349121701,0,0,0,0.0,0,0,733.2839202846885,7983.183835215903,0,0,0,23496,6961,6237,9f56fc1393a128afb02e083d417b3b79faae9b7e739de07c1bdc7da4740e30e1,7bae5506c6f08671ca96f741629bce9a55b082a52efef36a7d2583351b3bb12f,0.8087864457321211,ok,3.495866200006276,r51-free-action-design-only-v1,design_expected_payment
low,1,MOI,1206,1030,1030,0.8540630182421227,0.8540630182421227,395.8163879418821,0.3842877552833807,0.8656883136241471,0.8689320388349514,2351.1746788238825,0,0,0,0.0,0,0,395.8163879418821,2734.658035430244,0,0,0,7941,2436,2131,a6853d1f6a46472be7c9ef37ac0c534128e38eeee9a4af6dc1215c753dd73e8b,d3749eceb93fad728abd4c7e05bf21568aa2c205f1187439219c4ce8bf9e7ddd,0.6405493912714574,ok,2.965182400002959,r51-free-action-design-only-v1,design_expected_payment
low,1,PASI,1206,1030,1030,0.8540630182421227,0.8540630182421227,346.40371344753,0.33631428490051457,0.8656883136241471,0.8689320388349514,2400.5873533182344,0,0,0,0.0,0,0,346.40371344753,2734.658035430244,0,0,0,7941,2436,2131,a6853d1f6a46472be7c9ef37ac0c534128e38eeee9a4af6dc1215c753dd73e8b,d3749eceb93fad728abd4c7e05bf21568aa2c205f1187439219c4ce8bf9e7ddd,0.6451432006432122,ok,2.9655162999988534,r51-free-action-design-only-v1,design_expected_payment
low,2,MOI,1206,1048,1048,0.8689883913764511,0.8689883913764511,325.9184422651269,0.310990880023976,0.8679467262408691,0.8797709923664122,2451.5609604673714,0,0,0,0.0,0,0,325.9184422651269,2704.113508357511,0,0,0,7941,2379,2141,e7afb3295713137c70e759ced4d1be1c529b43d61136a24b4a4f1ea81f67b788,85db7f677ff5a489690060066f7a540509521b14b0ccb1f36e2837736479a752,0.6516025863262084,ok,3.0066242999964743,r51-free-action-design-only-v1,design_expected_payment
low,2,PASI,1206,1048,1048,0.8689883913764511,0.8689883913764511,277.3160284964276,0.2646145310080416,0.8680109848980053,0.8807251908396947,2499.8007544652896,0,0,0,0.0,0,0,277.3160284964276,2704.113508357511,0,0,0,7941,2379,2141,e7afb3295713137c70e759ced4d1be1c529b43d61136a24b4a4f1ea81f67b788,85db7f677ff5a489690060066f7a540509521b14b0ccb1f36e2837736479a752,0.6534149458983466,ok,2.9766889000020456,r51-free-action-design-only-v1,design_expected_payment
low,3,MOI,1206,1028,1028,0.8524046434494196,0.8524046434494196,375.98051176892193,0.36573979744058555,0.8669611388297696,0.8599221789883269,2352.2989710862166,0,0,0,0.0,0,0,375.98051176892193,2715.1953963497517,0,0,0,7941,2360,2089,6e6ffca284f94f477304cb0337f85cbd41dc716c490254a0fa9f3b509c77d831,fb62392519d33a10b8a86aa74e9beb3d6b686a6a30f7dd5a0a47ea94f2ebac37,0.6580511995070267,ok,2.9290949999995064,r51-free-action-design-only-v1,design_expected_payment
low,3,PASI,1206,1028,1028,0.8524046434494196,0.8524046434494196,346.64858620421313,0.3372067959184953,0.8669611388297696,0.8599221789883269,2381.6308966509255,0,0,0,0.0,0,0,346.64858620421313,2715.1953963497517,0,0,0,7941,2360,2089,6e6ffca284f94f477304cb0337f85cbd41dc716c490254a0fa9f3b509c77d831,fb62392519d33a10b8a86aa74e9beb3d6b686a6a30f7dd5a0a47ea94f2ebac37,0.6572851144496373,ok,2.9409044999993057,r51-free-action-design-only-v1,design_expected_payment
low,4,MOI,1206,1047,1047,0.8681592039800995,0.8681592039800995,374.2862204559808,0.3574844512473551,0.8664618399142159,0.8538681948424068,2409.3824845788413,0,0,0,0.0,0,0,374.2862204559808,2713.5920405532497,0,0,0,7941,2379,2126,b479d924483e1b20a309785a611e582afabec5a7decd37ecdaac82a22d643fb3,ad7ff6cb151c0bf18b3e8402e97ef8dca0460151586569ca8c4bc598a9e3cea0,0.6516088026998089,ok,2.916232499999751,r51-free-action-design-only-v1,design_expected_payment
low,4,PASI,1206,1047,1047,0.8681592039800995,0.8681592039800995,330.5321265257103,0.3156944856979086,0.8665088283949558,0.8538681948424068,2453.3344719620654,0,0,0,0.0,0,0,330.5321265257103,2713.5920405532497,0,0,0,7941,2379,2126,b479d924483e1b20a309785a611e582afabec5a7decd37ecdaac82a22d643fb3,ad7ff6cb151c0bf18b3e8402e97ef8dca0460151586569ca8c4bc598a9e3cea0,0.6464684389538561,ok,2.9385538999995333,r51-free-action-design-only-v1,design_expected_payment
low,5,MOI,1206,1034,1034,0.857379767827529,0.857379767827529,356.7149443778718,0.3449854394370134,0.8647806542907022,0.8646034816247582,2429.468074191637,0,0,0,0.0,0,0,356.7149443778718,2748.195799077839,0,0,0,7941,2318,2022,5835ae3525d94e6b2905e151656d3fc4f01a68a364a90e09c2d74fba6ffda3c0,2df2123c08872b303229d536c2dc7d34431bb01cdd4abb4809b00cd4774b412c,0.6513544212344969,ok,3.1589110999993864,r51-free-action-design-only-v1,design_expected_payment
low,5,PASI,1206,1034,1034,0.857379767827529,0.857379767827529,300.4045564211293,0.29052665031056996,0.864780654290702,0.8646034816247582,2485.778462148379,0,0,0,0.0,0,0,300.4045564211293,2748.195799077839,0,0,0,7941,2318,2022,5835ae3525d94e6b2905e151656d3fc4f01a68a364a90e09c2d74fba6ffda3c0,2df2123c08872b303229d536c2dc7d34431bb01cdd4abb4809b00cd4774b412c,0.65111282932159,ok,3.239476500006276,r51-free-action-design-only-v1,design_expected_payment
low,6,MOI,1206,1036,1036,0.8590381426202321,0.8590381426202321,336.4760131237281,0.324783796451475,0.8663689090089239,0.8638996138996139,2415.0936905965227,0,0,0,0.0,0,0,336.4760131237281,2719.0544872195833,0,0,0,7941,2330,2051,f00beec923e5881e89555edc23bc5ed65e1ab571fcb71554186a85292825d71a,1da059e44f0793a48eb1ca7dfe1a709b56ab9ceaa7406de9d09cd834217890cc,0.6608025004916012,ok,3.211013699998148,r51-free-action-design-only-v1,design_expected_payment
low,6,PASI,1206,1036,1036,0.8590381426202321,0.8590381426202321,284.16651728227663,0.2742920050987226,0.8663689090089239,0.8638996138996139,2467.403186437974,0,0,0,0.0,0,0,284.16651728227663,2719.0544872195833,0,0,0,7941,2330,2051,f00beec923e5881e89555edc23bc5ed65e1ab571fcb71554186a85292825d71a,1da059e44f0793a48eb1ca7dfe1a709b56ab9ceaa7406de9d09cd834217890cc,0.6582433359562629,ok,3.2953555999993114,r51-free-action-design-only-v1,design_expected_payment
low,7,MOI,1206,1015,1015,0.8416252072968491,0.8416252072968491,288.09714742704466,0.2838395541153149,0.8679959308990567,0.8768472906403941,2418.3789625295135,0,0,0,0.0,0,0,288.09714742704466,2715.999572620158,0,0,0,7941,2329,2058,699e16a61a72d6f6677c88dc92cd28e4eea46af6652088b2c45b39ce3fa488c6,faff24041b110ba7179c08efd991c5dfff543fbeb344282b71b3fc324976ac9a,0.6406060865124797,ok,3.0656472999980906,r51-free-action-design-only-v1,design_expected_payment
low,7,PASI,1206,1015,1015,0.8416252072968491,0.8416252072968491,243.91074895621915,0.24030615660711246,0.8681363070706946,0.8778325123152709,2461.578057997899,0,0,0,0.0,0,0,243.91074895621915,2715.999572620158,0,0,0,7941,2329,2058,699e16a61a72d6f6677c88dc92cd28e4eea46af6652088b2c45b39ce3fa488c6,faff24041b110ba7179c08efd991c5dfff543fbeb344282b71b3fc324976ac9a,0.6369636651876859,ok,3.115296300005866,r51-free-action-design-only-v1,design_expected_payment
low,8,MOI,1206,1026,1026,0.8507462686567164,0.8507462686567164,359.2693831606893,0.3501650907998921,0.8684211624976089,0.8869395711500975,2371.518440001333,0,0,0,0.0,0,0,359.2693831606893,2724.2177698089763,0,0,0,7941,2329,2054,9339345ab1e47990db2ed9dddddcaaafac158be442d6520f9b1ea59107378204,7f183c7efb804224d018051f9f9ab2c95ed27d5856a19faca870cf11e519c9b0,0.6587949702507196,ok,3.074346899993543,r51-free-action-design-only-v1,design_expected_payment
low,8,PASI,1206,1026,1026,0.8507462686567164,0.8507462686567164,307.30840759659463,0.2995208651038934,0.868541490040746,0.8869395711500975,2422.2552794771855,0,0,0,0.0,0,0,307.30840759659463,2724.2177698089763,0,0,0,7941,2329,2054,9339345ab1e47990db2ed9dddddcaaafac158be442d6520f9b1ea59107378204,7f183c7efb804224d018051f9f9ab2c95ed27d5856a19faca870cf11e519c9b0,0.6572246857930376,ok,3.1032558000006247,r51-free-action-design-only-v1,design_expected_payment
low,9,MOI,1206,1031,1031,0.8548922056384743,0.8548922056384743,398.18681692485654,0.3862141774246911,0.8674370525263574,0.8593598448108632,2372.2489035935423,0,0,0,0.0,0,0,398.18681692485654,2743.6561266083854,0,0,0,7941,2318,2021,c36553b74fabe50e893eada5c8015d30900e08b71a488c7ec88c4eec579e7327,a7e80650887a0584dd00035e8e40a297ab389715b7334d8d72a70bfd97f1d531,0.655332737966355,ok,3.1545725999967544,r51-free-action-design-only-v1,design_expected_payment
low,9,PASI,1206,1031,1031,0.8548922056384743,0.8548922056384743,337.77057854390955,0.3276145281706203,0.8674370525263574,0.8593598448108632,2432.6651419744894,0,0,0,0.0,0,0,337.77057854390955,2743.6561266083854,0,0,0,7941,2318,2021,c36553b74fabe50e893eada5c8015d30900e08b71a488c7ec88c4eec579e7327,a7e80650887a0584dd00035e8e40a297ab389715b7334d8d72a70bfd97f1d531,0.6545243920338775,ok,3.1926428000006126,r51-free-action-design-only-v1,design_expected_payment
low,10,MOI,1206,1044,1044,0.8656716417910447,0.8656716417910447,321.95752020652924,0.3083884293165989,0.8664515067231622,0.8793103448275862,2471.0043521658035,0,0,0,0.0,0,0,321.95752020652924,2724.7695189389447,0,0,0,7941,2366,2138,b1566d8773caa1272e7a3faaccae636bc93471ce160ad6a4772832b0f691333d,f7cddd05aaf42e947be042a672e9bda0188a91982db42ca109efa31ba103df53,0.643340824206625,ok,3.1922869000045466,r51-free-action-design-only-v1,design_expected_payment
low,10,PASI,1206,1044,1044,0.8656716417910447,0.8656716417910447,276.25294321237266,0.2646100988624259,0.8664515067231622,0.8793103448275862,2516.7089291599605,0,0,0,0.0,0,0,276.25294321237266,2724.7695189389447,0,0,0,7941,2366,2138,b1566d8773caa1272e7a3faaccae636bc93471ce160ad6a4772832b0f691333d,f7cddd05aaf42e947be042a672e9bda0188a91982db42ca109efa31ba103df53,0.643407824068127,ok,3.185423199996876,r51-free-action-design-only-v1,design_expected_payment
low,11,MOI,1206,1064,1064,0.8822553897180763,0.8822553897180763,355.74799450315686,0.33434961889394443,0.8664396563696536,0.8768796992481203,2490.4485778564967,0,0,0,0.0,0,0,355.7479945031568,2716.4464151854863,0,0,0,7941,2344,2130,cc02af2e2bb6426cfeff528b491c45c127c32215f70a21d8da466768a8e46f2d,4fb47220fc890b45f2b196c8c18e76a790f6b80a8f671850479df0ce77607f5c,0.6468309997277287,ok,2.972507400001632,r51-free-action-design-only-v1,design_expected_payment
low,11,PASI,1206,1064,1064,0.8822553897180763,0.8822553897180763,316.7888499862844,0.29773388156605674,0.8664396563696536,0.8768796992481203,2529.4077223733693,0,0,0,0.0,0,0,316.7888499862844,2716.4464151854863,0,0,0,7941,2344,2130,cc02af2e2bb6426cfeff528b491c45c127c32215f70a21d8da466768a8e46f2d,4fb47220fc890b45f2b196c8c18e76a790f6b80a8f671850479df0ce77607f5c,0.6439263532257044,ok,2.9526167000003625,r51-free-action-design-only-v1,design_expected_payment
low,12,MOI,1206,1031,1031,0.8548922056384743,0.8548922056384743,362.4455962809238,0.3515476200590919,0.8704027830204202,0.8768186226964112,2372.3490210397367,0,0,0,0.0,0,0,362.4455962809238,2704.147621580285,0,0,0,7941,2313,2052,b3e616973691a20ad50148e357c83c2c13ee42300521e13a8a5171ae61e733fb,7d9a4ab8c290dbe141e10a8cce7b9cf4986f35e02114bfe1c45aece6d23d07c8,0.6455677328780403,ok,2.931210899994767,r51-free-action-design-only-v1,design_expected_payment
low,12,PASI,1206,1031,1031,0.8548922056384743,0.8548922056384743,317.42535187665163,0.30788103964757674,0.8706896424267632,0.8787584869059166,2415.623936173173,0,0,0,0.0,0,0,317.42535187665163,2704.147621580285,0,0,0,7941,2313,2052,b3e616973691a20ad50148e357c83c2c13ee42300521e13a8a5171ae61e733fb,7d9a4ab8c290dbe141e10a8cce7b9cf4986f35e02114bfe1c45aece6d23d07c8,0.6444491366695891,ok,2.9725361000018893,r51-free-action-design-only-v1,design_expected_payment
low,13,MOI,1206,1034,1034,0.857379767827529,0.857379767827529,421.62379748436086,0.4077599588823606,0.8676426585867153,0.8810444874274661,2338.1411185930924,0,0,0,0.0,0,0,421.62379748436086,2720.380204597268,0,0,0,7941,2363,2092,47ec31a3baa6774d0a5cab780bfcfbcc238172c20d5a3d7ebae8cc3c2db228b3,f0d38372c93f20a2ca50b0eddf131f0ddff2b95e311a958a8f668228919262bf,0.6597404124913723,ok,3.0108486999961315,r51-free-action-design-only-v1,design_expected_payment
low,13,PASI,1206,1034,1034,0.857379767827529,0.857379767827529,382.3592440451263,0.3697865029449964,0.8676426585867153,0.8810444874274661,2377.405672032327,0,0,0,0.0,0,0,382.3592440451263,2720.380204597268,0,0,0,7941,2363,2092,47ec31a3baa6774d0a5cab780bfcfbcc238172c20d5a3d7ebae8cc3c2db228b3,f0d38372c93f20a2ca50b0eddf131f0ddff2b95e311a958a8f668228919262bf,0.6541922803205034,ok,3.0721588999949745,r51-free-action-design-only-v1,design_expected_payment
low,14,MOI,1206,1046,1046,0.867330016583748,0.867330016583748,329.67989950802166,0.3151815482868276,0.86652182850009,0.8766730401529637,2437.3735525897464,0,0,0,0.0,0,0,329.67989950802166,2697.6932355125423,0,0,0,7941,2354,2119,273d06514a9b3f90b2aec29bb581b1e570ea0f213632d0a08780fd1cd8d47605,f26e41c669b5ad840634a787b008bba3a78397cc5ef9ff70b382ad32c9118b0f,0.6585563000644271,ok,3.049360599994543,r51-free-action-design-only-v1,design_expected_payment
low,14,PASI,1206,1046,1046,0.867330016583748,0.867330016583748,291.4038300989371,0.27858874770452874,0.86652182850009,0.8766730401529637,2475.649621998831,0,0,0,0.0,0,0,291.4038300989371,2697.6932355125423,0,0,0,7941,2354,2119,273d06514a9b3f90b2aec29bb581b1e570ea0f213632d0a08780fd1cd8d47605,f26e41c669b5ad840634a787b008bba3a78397cc5ef9ff70b382ad32c9118b0f,0.6563819853627672,ok,3.122810599998047,r51-free-action-design-only-v1,design_expected_payment
low,15,MOI,1206,1024,1024,0.8490878938640133,0.8490878938640133,402.9111505072357,0.39346792041722234,0.8637429077850961,0.85546875,2358.695721761551,0,0,0,0.0,0,0,402.9111505072357,2752.0186841048344,0,0,0,7941,2373,2087,7466ff4027628ca2ff41d77c939c50a439e7ad6afef83404232a1f1b6b83e714,481271eed359654de79f645cf4fde4c17b10cc91ee7dd41a4388f82e810ec754,0.6328841610697713,ok,2.9858099999983096,r51-free-action-design-only-v1,design_expected_payment
low,15,PASI,1206,1024,1024,0.8490878938640133,0.8490878938640133,369.40547084731264,0.36074753012432875,0.8637527353211633,0.85546875,2391.657931859471,0,0,0,0.0,0,0,369.40547084731264,2752.0186841048344,0,0,0,7941,2373,2087,7466ff4027628ca2ff41d77c939c50a439e7ad6afef83404232a1f1b6b83e714,481271eed359654de79f645cf4fde4c17b10cc91ee7dd41a4388f82e810ec754,0.630977798591496,ok,2.953494800000044,r51-free-action-design-only-v1,design_expected_payment
low,16,MOI,1206,1035,1035,0.8582089552238806,0.8582089552238806,370.23100602596537,0.3577111169332999,0.864872563958298,0.8560386473429952,2386.983669168715,0,0,0,0.0,0,0,370.23100602596537,2720.57903669417,0,0,0,7941,2388,2116,43304cc7e0d9abf60ba8f993787707fd658b8d9226a32f226ec85a0588c8c75a,1d9b994cdb6928975afa04d3b2aa93600a00b93dcc97eb06dabc337095629374,0.646157191746956,ok,2.9733618999962346,r51-free-action-design-only-v1,design_expected_payment
low,16,PASI,1206,1035,1035,0.8582089552238806,0.8582089552238806,327.6304516895999,0.31655116105275355,0.864872563958298,0.8560386473429952,2429.58422350508,0,0,0,0.0,0,0,327.6304516895999,2720.57903669417,0,0,0,7941,2388,2116,43304cc7e0d9abf60ba8f993787707fd658b8d9226a32f226ec85a0588c8c75a,1d9b994cdb6928975afa04d3b2aa93600a00b93dcc97eb06dabc337095629374,0.643074228249398,ok,2.9775448000000324,r51-free-action-design-only-v1,design_expected_payment
low,17,MOI,1206,1028,1028,0.8524046434494196,0.8524046434494196,355.4865614240921,0.3458040480779106,0.866040822001349,0.8754863813229572,2361.222242608157,0,0,0,0.0,0,0,355.4865614240921,2707.781284177294,0,0,0,7941,2345,2075,cc950dae8832d24ee67e60ceec2eb914ea3056deec43041cd73b744f0e8fdee4,f3f34d715ae37f9ab245a5c1477bfb5ea9083be50889e5c3864f9bc288e221f5,0.6251470131487402,ok,2.9994952000051853,r51-free-action-design-only-v1,design_expected_payment
low,17,PASI,1206,1028,1028,0.8524046434494196,0.8524046434494196,321.9561731690126,0.3131869388803624,0.866040822001349,0.8754863813229572,2394.752630863237,0,0,0,0.0,0,0,321.9561731690126,2707.781284177294,0,0,0,7941,2345,2075,cc950dae8832d24ee67e60ceec2eb914ea3056deec43041cd73b744f0e8fdee4,f3f34d715ae37f9ab245a5c1477bfb5ea9083be50889e5c3864f9bc288e221f5,0.6190562376659262,ok,2.9764537000010023,r51-free-action-design-only-v1,design_expected_payment
low,18,MOI,1206,1025,1025,0.8499170812603648,0.8499170812603648,346.8378566777094,0.3383783967587409,0.8655542745992147,0.8839024390243903,2384.7136567137522,0,0,0,0.0,0,0,346.8378566777094,2729.823576109571,0,0,0,7941,2351,2029,6e6a7ae8da19ba5adcd9ed136bb05212cb231f09145fa29737ebf024a541833e,3e8e9970887f54a14ffe53a50b710082f39227c09f70b351dfb9187d595ed3e8,0.6431407544476421,ok,2.9960021000006236,r51-free-action-design-only-v1,design_expected_payment
low,18,PASI,1206,1025,1025,0.8499170812603648,0.8499170812603648,307.9708054399921,0.30045932238048007,0.8655542745992147,0.8839024390243903,2423.58070795147,0,0,0,0.0,0,0,307.9708054399921,2729.823576109571,0,0,0,7941,2351,2029,6e6a7ae8da19ba5adcd9ed136bb05212cb231f09145fa29737ebf024a541833e,3e8e9970887f54a14ffe53a50b710082f39227c09f70b351dfb9187d595ed3e8,0.644929494185719,ok,2.9934394999945653,r51-free-action-design-only-v1,design_expected_payment
low,19,MOI,1206,1046,1046,0.867330016583748,0.867330016583748,338.3271040750524,0.3234484742591323,0.8670716103693402,0.864244741873805,2442.665943801742,0,0,0,0.0,0,0,338.3271040750524,2698.9246078589304,0,0,0,7941,2391,2151,121d75564540df99b1bf1825eb3befb0d5e691e9e33e4439d72c386f38578d93,a17460eb93fbf1a5c83d88b2f19723c4d5943a91626f3265263e715d53939e2e,0.6577396754918059,ok,3.105462699997588,r51-free-action-design-only-v1,design_expected_payment
low,19,PASI,1206,1046,1046,0.867330016583748,0.867330016583748,290.27044353583176,0.27750520414515467,0.8670716103693402,0.864244741873805,2490.7226043409623,0,0,0,0.0,0,0,290.27044353583176,2698.9246078589304,0,0,0,7941,2391,2151,121d75564540df99b1bf1825eb3befb0d5e691e9e33e4439d72c386f38578d93,a17460eb93fbf1a5c83d88b2f19723c4d5943a91626f3265263e715d53939e2e,0.6576445122159329,ok,3.0994028999994043,r51-free-action-design-only-v1,design_expected_payment
low,20,MOI,1206,1015,1015,0.8416252072968491,0.8416252072968491,341.23842344326897,0.3361954910771123,0.8652067594632915,0.864039408866995,2368.203136825069,0,0,0,0.0,0,0,341.23842344326897,2740.652971588236,0,0,0,7941,2350,2065,44e9bf9715f8104601801893f9a1c597eda89e4b386ccf9d920150b3650134b0,e80d5ddd56759f211e9d5c399b2682a0049c4050102f81d911e1bec6e7807c02,0.634116898369092,ok,3.0926822000037646,r51-free-action-design-only-v1,design_expected_payment
low,20,PASI,1206,1015,1015,0.8416252072968491,0.8416252072968491,297.10651360924487,0.29271577695492107,0.8652403761233405,0.864039408866995,2411.347411968187,0,0,0,0.0,0,0,297.10651360924487,2740.652971588236,0,0,0,7941,2350,2065,44e9bf9715f8104601801893f9a1c597eda89e4b386ccf9d920150b3650134b0,e80d5ddd56759f211e9d5c399b2682a0049c4050102f81d911e1bec6e7807c02,0.6305769334727246,ok,3.1166751999990083,r51-free-action-design-only-v1,design_expected_payment
low,21,MOI,1206,1050,1050,0.8706467661691543,0.8706467661691543,342.94105451063575,0.3266105281053674,0.8671431524092549,0.8638095238095238,2433.705593949021,0,0,0,0.0,0,0,342.94105451063575,2694.47965724014,0,0,0,7941,2371,2093,b60ab45c6d489e9943a89477663586fad66d821d4a07e19e86bda8d14c332498,719a047268caecbb229f0cf677894db66b536e562df4c053ce050f0c4c320395,0.6371381921470015,ok,3.047824200002651,r51-free-action-design-only-v1,design_expected_payment
low,21,PASI,1206,1050,1050,0.8706467661691543,0.8706467661691543,296.6994509521189,0.2825709056686847,0.8671431524092549,0.8638095238095238,2479.9471975075376,0,0,0,0.0,0,0,296.6994509521189,2694.47965724014,0,0,0,7941,2371,2093,b60ab45c6d489e9943a89477663586fad66d821d4a07e19e86bda8d14c332498,719a047268caecbb229f0cf677894db66b536e562df4c053ce050f0c4c320395,0.635051850417112,ok,3.0633789999992587,r51-free-action-design-only-v1,design_expected_payment
low,22,MOI,1206,1042,1042,0.8640132669983416,0.8640132669983416,378.3879909102926,0.3631362676682271,0.8662634209709353,0.8838771593090211,2383.266520702685,0,0,0,0.0,0,0,378.3879909102926,2705.8029447831123,0,0,0,7941,2356,2117,c21d457bccf8ebbb1edf37c70cab0c141a32faa85dda2956b24a2e7fcdc95d5f,fb2db7460775bacc185b452b4f62198e0d6fc944ff2761696563ddadca20a91c,0.6335757119257339,ok,3.072635500000615,r51-free-action-design-only-v1,design_expected_payment
low,22,PASI,1206,1042,1042,0.8640132669983416,0.8640132669983416,336.46693099537845,0.32290492417982575,0.8662634209709353,0.8838771593090211,2425.187580617599,0,0,0,0.0,0,0,336.46693099537845,2705.8029447831123,0,0,0,7941,2356,2117,c21d457bccf8ebbb1edf37c70cab0c141a32faa85dda2956b24a2e7fcdc95d5f,fb2db7460775bacc185b452b4f62198e0d6fc944ff2761696563ddadca20a91c,0.6340092164156058,ok,3.1271310000011,r51-free-action-design-only-v1,design_expected_payment
low,23,MOI,1206,1037,1037,0.8598673300165838,0.8598673300165838,391.4911014512847,0.37752275935514434,0.8667973059088248,0.863066538090646,2393.8214263297045,0,0,0,0.0,0,0,391.4911014512847,2736.8319857630527,0,0,0,7941,2318,2060,73f98dc9154235fb370c49350fe4b72011009a15991a5013e53c67609cb18dd8,303ffb5ed2382a617d38fc0218e4ef4c2271e4e7d3175dc7241e962439e00937,0.6585955609391418,ok,3.013020200000028,r51-free-action-design-only-v1,design_expected_payment
low,23,PASI,1206,1037,1037,0.8598673300165838,0.8598673300165838,353.1223760291252,0.34052302413608987,0.8667973059088248,0.863066538090646,2432.190151751864,0,0,0,0.0,0,0,353.1223760291252,2736.8319857630527,0,0,0,7941,2318,2060,73f98dc9154235fb370c49350fe4b72011009a15991a5013e53c67609cb18dd8,303ffb5ed2382a617d38fc0218e4ef4c2271e4e7d3175dc7241e962439e00937,0.6574989976239879,ok,3.057964300001913,r51-free-action-design-only-v1,design_expected_payment
