scenario,seed,variant,assigned,tasks,coverage,design_reserve,execution_settlement,design_pps,settlement_pps,mean_H,coverage_first_calls,ir_violations,target_violations
dynamic,1,FULL_PASI,50114,60000,0.8352333333333334,26976.798287774407,26976.798287774407,0.5383086220971067,0.5383086220971067,0.9254306172462304,1000,0,0
dynamic,1,MOI,50114,60000,0.8352333333333334,31800.652029051766,31816.2313726648,0.6345662295775983,0.6348771076478589,0.9257857506755993,1000,0,0
dynamic,1,NO_NEGATIVE_FEEDBACK,50114,60000,0.8352333333333334,26885.47410635172,26885.47410635172,0.5364862933781323,0.5364862933781323,0.9476426147401694,1000,0,0
dynamic,1,NO_POSITIVE_ACCUMULATION,50114,60000,0.8352333333333334,31473.069998475992,31473.069998475992,0.6280294927261043,0.6280294927261043,0.06879583609566596,1000,0,0
dynamic,2,FROZEN_STATE,50119,60000,0.8353166666666667,31940.59583027625,31940.59583027625,0.6372951541386749,0.6372951541386749,0.09999999999999999,1000,0,0
dynamic,2,FULL_PASI,50119,60000,0.8353166666666667,28066.359833976276,28066.359833976276,0.5599944099837642,0.5599944099837642,0.923837683608005,1000,0,0
dynamic,2,MOI,50119,60000,0.8353166666666667,32377.758750197692,32390.21646223799,0.646017652989838,0.6462662156515092,0.9238189700286749,1000,0,0
dynamic,2,NO_NEGATIVE_FEEDBACK,50119,60000,0.8353166666666667,27991.97026005855,27991.97026005855,0.5585101510416918,0.5585101510416918,0.9461144386898592,1000,0,0
dynamic,2,NO_POSITIVE_ACCUMULATION,50119,60000,0.8353166666666667,32077.43117223379,32077.43117223379,0.6400253630805441,0.6400253630805441,0.06928146268667963,1000,0,0
dynamic,3,FROZEN_STATE,50173,60000,0.8362166666666667,29345.548916341264,29345.548916341264,0.5848872683782366,0.5848872683782366,0.09999999999999999,1000,0,0
dynamic,3,FULL_PASI,50173,60000,0.8362166666666667,24515.989675300516,24515.989675300516,0.48862913669305236,0.48862913669305236,0.9287863318221552,1000,0,0
dynamic,3,MOI,50173,60000,0.8362166666666667,29905.840391983933,29919.58053935969,0.5960544594101197,0.5963283148179238,0.9289751541838669,1000,0,0
dynamic,3,NO_NEGATIVE_FEEDBACK,50173,60000,0.8362166666666667,24435.859151934143,24435.859151934143,0.4870320521382844,0.4870320521382844,0.9489912499328897,1000,0,0
dynamic,3,NO_POSITIVE_ACCUMULATION,50173,60000,0.8362166666666667,29502.059991022936,29502.059991022936,0.5880066966500496,0.5880066966500496,0.07140845427776289,1000,0,0
dynamic,4,FROZEN_STATE,49975,60000,0.8329166666666666,30773.512656292394,30773.512656292394,0.6157781421969464,0.6157781421969464,0.09999999999999999,1000,0,0
dynamic,4,FULL_PASI,49975,60000,0.8329166666666666,26002.66357730784,26002.66357730784,0.5203134282602869,0.5203134282602869,0.9265395733584384,1000,0,0
