workload,seed,method,N,M,tasks,assigned,qualified,payment,pps,service_coverage,mean_quality,qos_violations,qos_violation_rate,ir_violations,under_incentive_rate,target_violations,target_miss_rate,legal_edge_rate,platform_utility,mean_base_payment,negative_intercept_rate,core_runtime_s,instrumented_runtime_s,event_tape_hash,diagnostic_status,execution_status,decision_cost_basis,contract_protocol_version,design_reserve,available_budget,reserve_over_budget_slots,settlement_over_reserve_slots,settlement_over_budget_slots,candidate_rows,legal_rows,candidate_graph_sha256,config_sha256
high,29,PASI,34,4,3531,2468,2468,666.5051321423942,0.27005880556823103,0.6989521382044747,0.8655446332734248,0,0.0,0,0.0,0,0.0,0.25923561457269323,5824.018314309378,0.0,0.0,3.793962699997792,3.9072110000015527,b0870b4527c87c1b1b34a12841f66f8aed82a1a31f211deaffdb8cb33ce4cd67,ok,completed,design_expected_payment,r51-free-action-design-only-v1,666.5051321423942,8007.269106103393,0,0,0,23496,6091,22ceac79aa23bc6c907e481f1c6edb7e29874091faf53714d72926e26ca216b6,63613ef3e51632a999eaa39606c2daee82205c8daa5cc0e1b8822fb706ffef23
high,29,QUAC-F,34,4,3531,2468,2468,227.77648188602132,0.09229192945138627,0.6989521382044747,0.8737149206225517,0,0.0,0,0.0,0,0.0,0.25923561457269323,6163.638370742079,-0.4273902898839126,1.0,3.721187800001644,3.8390541000007943,b0870b4527c87c1b1b34a12841f66f8aed82a1a31f211deaffdb8cb33ce4cd67,ok,completed,design_expected_payment,r51-free-action-design-only-v1,227.77648188602132,8007.269106103393,0,0,0,23496,6091,22ceac79aa23bc6c907e481f1c6edb7e29874091faf53714d72926e26ca216b6,63613ef3e51632a999eaa39606c2daee82205c8daa5cc0e1b8822fb706ffef23
high,30,MOI,34,4,3531,2496,2496,851.8154820035447,0.34127222836680476,0.7068819031435853,0.8653466145136557,0,0.0,0,0.0,0,0.0,0.2654494382022472,5729.774425533493,0.0,0.0,3.50005020000026,3.68027809999694,e11d67a2d2885865bf0148dcd32b670eb66b602f09d541f4fb075fcce8cdf9cf,ok,completed,design_expected_payment,r51-free-action-design-only-v1,851.8154820035447,7983.183835215903,0,0,0,23496,6237,9f56fc1393a128afb02e083d417b3b79faae9b7e739de07c1bdc7da4740e30e1,689103ebecebffca0f39bae23265b8989bca998056e05efa312d065d9e356120
high,30,PASI,34,4,3531,2496,2496,733.2839202846885,0.2937836219089297,0.7068819031435853,0.8656517701402794,0,0.0,0,0.0,0,0.0,0.2654494382022472,5839.004349121701,0.0,0.0,3.632915400001366,3.7483171000021684,e11d67a2d2885865bf0148dcd32b670eb66b602f09d541f4fb075fcce8cdf9cf,ok,completed,design_expected_payment,r51-free-action-design-only-v1,733.2839202846885,7983.183835215903,0,0,0,23496,6237,9f56fc1393a128afb02e083d417b3b79faae9b7e739de07c1bdc7da4740e30e1,689103ebecebffca0f39bae23265b8989bca998056e05efa312d065d9e356120
high,30,QUAC-F,34,4,3531,2496,2496,235.19521400967827,0.09422885176669803,0.7068819031435853,0.8729708469726776,0,0.0,0,0.0,0,0.0,0.2654494382022472,6240.186583973233,-0.4246718573657379,1.0,3.3490175000006275,3.524020400000154,e11d67a2d2885865bf0148dcd32b670eb66b602f09d541f4fb075fcce8cdf9cf,ok,completed,design_expected_payment,r51-free-action-design-only-v1,235.19521400967827,7983.183835215903,0,0,0,23496,6237,9f56fc1393a128afb02e083d417b3b79faae9b7e739de07c1bdc7da4740e30e1,689103ebecebffca0f39bae23265b8989bca998056e05efa312d065d9e356120
low,1,MOI,34,4,1206,1030,1030,395.8163879418821,0.3842877552833807,0.8540630182421227,0.8656224482871911,0,0.0,0,0.0,0,0.0,0.2683541115728498,2351.1746788238825,0.0,0.0,3.2657337999989977,3.3852206000010483,9ebe8a32061fa87b6e9f642ced14ec259924e1d496a7d06ad2bd22fbac140804,ok,completed,design_expected_payment,r51-free-action-design-only-v1,395.8163879418821,2734.658035430244,0,0,0,7941,2131,a6853d1f6a46472be7c9ef37ac0c534128e38eeee9a4af6dc1215c753dd73e8b,242e57573b0fe3ca15dc2657faf8879e36a16dac65bed1101489f87f69541ba3
low,1,PASI,34,4,1206,1030,1030,346.40371344753,0.33631428490051457,0.8540630182421227,0.8656224482871911,0,0.0,0,0.0,0,0.0,0.2683541115728498,2400.5873533182344,0.0,0.0,3.2647020000003977,3.3852525999973295,9ebe8a32061fa87b6e9f642ced14ec259924e1d496a7d06ad2bd22fbac140804,ok,completed,design_expected_payment,r51-free-action-design-only-v1,346.40371344753,2734.658035430244,0,0,0,7941,2131,a6853d1f6a46472be7c9ef37ac0c534128e38eeee9a4af6dc1215c753dd73e8b,242e57573b0fe3ca15dc2657faf8879e36a16dac65bed1101489f87f69541ba3
low,1,QUAC-F,34,4,1206,1030,1030,104.52526794748863,0.10148084266746468,0.8540630182421227,0.8661881399941199,0,0.0,0,0.0,0,0.0,0.2683541115728498,2640.045246622263,-0.44501840561434175,1.0,3.1637785999992047,3.2819297999994888,9ebe8a32061fa87b6e9f642ced14ec259924e1d496a7d06ad2bd22fbac140804,ok,completed,design_expected_payment,r51-free-action-design-only-v1,104.52526794748863,2734.658035430244,0,0,0,7941,2131,a6853d1f6a46472be7c9ef37ac0c534128e38eeee9a4af6dc1215c753dd73e8b,242e57573b0fe3ca15dc2657faf8879e36a16dac65bed1101489f87f69541ba3
low,2,MOI,34,4,1206,1048,1048,325.9184422651269,0.310990880023976,0.8689883913764511,0.8681806617838826,0,0.0,0,0.0,0,0.0,0.26961339881627,2451.5609604673714,0.0,0.0,2.8686530999984825,2.966064299998834,a1a8c904d07f968440825cf311f71f229f70210cf63df498c26ebfdcb8b8d7d5,ok,completed,design_expected_payment,r51-free-action-design-only-v1,325.9184422651269,2704.113508357511,0,0,0,7941,2141,e7afb3295713137c70e759ced4d1be1c529b43d61136a24b4a4f1ea81f67b788,14850216134a4c903cb7e89b0e989fbe3ebcfa06d9652abe22c7704e83a4244c
low,2,PASI,34,4,1206,1048,1048,277.3160284964276,0.2646145310080416,0.8689883913764511,0.8682882385772995,0,0.0,0,0.0,0,0.0,0.26961339881627,2499.8007544652896,0.0,0.0,3.360042500000418,3.489223000000493,a1a8c904d07f968440825cf311f71f229f70210cf63df498c26ebfdcb8b8d7d5,ok,completed,design_expected_payment,r51-free-action-design-only-v1,277.3160284964276,2704.113508357511,0,0,0,7941,2141,e7afb3295713137c70e759ced4d1be1c529b43d61136a24b4a4f1ea81f67b788,14850216134a4c903cb7e89b0e989fbe3ebcfa06d9652abe22c7704e83a4244c
low,2,QUAC-F,34,4,1206,1048,1048,89.99494020206787,0.0858730345439579,0.8689883913764511,0.869115543435979,0,0.0,0,0.0,0,0.0,0.26961339881627,2682.0552622766336,-0.37592196322112714,1.0,2.814406500001496,2.906409999999596,a1a8c904d07f968440825cf311f71f229f70210cf63df498c26ebfdcb8b8d7d5,ok,completed,design_expected_payment,r51-free-action-design-only-v1,89.99494020206787,2704.113508357511,0,0,0,7941,2141,e7afb3295713137c70e759ced4d1be1c529b43d61136a24b4a4f1ea81f67b788,14850216134a4c903cb7e89b0e989fbe3ebcfa06d9652abe22c7704e83a4244c
low,3,MOI,34,4,1206,1028,1028,375.98051176892193,0.36573979744058555,0.8524046434494196,0.8665664758292637,0,0.0,0,0.0,0,0.0,0.2630651051504848,2352.2989710862166,0.0,0.0,2.8418395000007877,2.957218899999134,ffc657054191e19660985de1d7891d6aabc7d222d42470141716511aa958629b,ok,completed,design_expected_payment,r51-free-action-design-only-v1,375.98051176892193,2715.1953963497517,0,0,0,7941,2089,6e6ffca284f94f477304cb0337f85cbd41dc716c490254a0fa9f3b509c77d831,27a0b8c990daf661403126d022ea34d8e03d51b8f420b64aff264c1dc687112f
low,3,PASI,34,4,1206,1028,1028,346.64858620421313,0.3372067959184953,0.8524046434494196,0.8665664758292637,0,0.0,0,0.0,0,0.0,0.2630651051504848,2381.6308966509255,0.0,0.0,2.905049600001803,3.003839600001811,ffc657054191e19660985de1d7891d6aabc7d222d42470141716511aa958629b,ok,completed,design_expected_payment,r51-free-action-design-only-v1,346.64858620421313,2715.1953963497517,0,0,0,7941,2089,6e6ffca284f94f477304cb0337f85cbd41dc716c490254a0fa9f3b509c77d831,27a0b8c990daf661403126d022ea34d8e03d51b8f420b64aff264c1dc687112f
low,3,QUAC-F,34,4,1206,1028,1028,96.16589437747747,0.09354658986135941,0.8524046434494196,0.8674993601694638,0,0.0,0,0.0,0,0.0,0.2630651051504848,2626.4922378648835,-0.3981391123660231,1.0,2.931118000000424,3.032734899999923,ffc657054191e19660985de1d7891d6aabc7d222d42470141716511aa958629b,ok,completed,design_expected_payment,r51-free-action-design-only-v1,96.16589437747747,2715.1953963497517,0,0,0,7941,2089,6e6ffca284f94f477304cb0337f85cbd41dc716c490254a0fa9f3b509c77d831,27a0b8c990daf661403126d022ea34d8e03d51b8f420b64aff264c1dc687112f
low,4,MOI,34,4,1206,1047,1047,374.2862204559808,0.3574844512473551,0.8681592039800995,0.8665962415609105,0,0.0,0,0.0,0,0.0,0.26772446795113963,2409.3824845788413,0.0,0.0,2.955122899998969,3.088437400001567,28dbf9d84f21819e7b8e9eaba65e961b017514e07534025ecb9620333e050275,ok,completed,design_expected_payment,r51-free-action-design-only-v1,374.2862204559808,2713.5920405532497,0,0,0,7941,2126,b479d924483e1b20a309785a611e582afabec5a7decd37ecdaac82a22d643fb3,b021eca3d3e43764e7868814258e16bc8e4a2b9695328986a1bbe32a8ab5a3df
low,4,PASI,34,4,1206,1047,1047,330.5321265257103,0.3156944856979086,0.8681592039800995,0.8666222716875427,0,0.0,0,0.0,0,0.0,0.26772446795113963,2453.3344719620654,0.0,0.0,2.9378290999993624,3.050773200000549,28dbf9d84f21819e7b8e9eaba65e961b017514e07534025ecb9620333e050275,ok,completed,design_expected_payment,r51-free-action-design-only-v1,330.5321265257103,2713.5920405532497,0,0,0,7941,2126,b479d924483e1b20a309785a611e582afabec5a7decd37ecdaac82a22d643fb3,b021eca3d3e43764e7868814258e16bc8e4a2b9695328986a1bbe32a8ab5a3df
low,4,QUAC-F,34,4,1206,1047,1047,103.58326586752327,0.09893339624405278,0.8681592039800995,0.8683797825132467,0,0.0,0,0.0,0,0.0,0.26772446795113963,2673.222308603681,-0.4354479092005494,1.0,2.8810922000011487,3.005037499999162,28dbf9d84f21819e7b8e9eaba65e961b017514e07534025ecb9620333e050275,ok,completed,design_expected_payment,r51-free-action-design-only-v1,103.58326586752327,2713.5920405532497,0,0,0,7941,2126,b479d924483e1b20a309785a611e582afabec5a7decd37ecdaac82a22d643fb3,b021eca3d3e43764e7868814258e16bc8e4a2b9695328986a1bbe32a8ab5a3df
low,5,MOI,34,4,1206,1034,1034,356.7149443778718,0.3449854394370134,0.857379767827529,0.8648972518820298,0,0.0,0,0.0,0,0.0,0.2546278806195693,2429.468074191637,0.0,0.0,2.962425499998062,3.075114499999472,1d51329fffc04158992de380f98871b0afd5bb0cd2c01afff8fa130132f3b9b5,ok,completed,design_expected_payment,r51-free-action-design-only-v1,356.7149443778718,2748.195799077839,0,0,0,7941,2022,5835ae3525d94e6b2905e151656d3fc4f01a68a364a90e09c2d74fba6ffda3c0,ff621b425b51dec009a5ae0244fb715d6450ca0ab8e2939203cc5608aa1441da
low,5,PASI,34,4,1206,1034,1034,300.4045564211293,0.29052665031056996,0.857379767827529,0.8648972518820298,0,0.0,0,0.0,0,0.0,0.2546278806195693,2485.778462148379,0.0,0.0,2.979660100001638,3.088815600000089,1d51329fffc04158992de380f98871b0afd5bb0cd2c01afff8fa130132f3b9b5,ok,completed,design_expected_payment,r51-free-action-design-only-v1,300.4045564211293,2748.195799077839,0,0,0,7941,2022,5835ae3525d94e6b2905e151656d3fc4f01a68a364a90e09c2d74fba6ffda3c0,ff621b425b51dec009a5ae0244fb715d6450ca0ab8e2939203cc5608aa1441da
low,5,QUAC-F,34,4,1206,1034,1034,101.90521567198384,0.09855436718760525,0.857379767827529,0.8658774557646944,0,0.0,0,0.0,0,0.0,0.2546278806195693,2679.095250342766,-0.4393104074883827,1.0,2.871707800000877,2.9857288999992306,1d51329fffc04158992de380f98871b0afd5bb0cd2c01afff8fa130132f3b9b5,ok,completed,design_expected_payment,r51-free-action-design-only-v1,101.90521567198384,2748.195799077839,0,0,0,7941,2022,5835ae3525d94e6b2905e151656d3fc4f01a68a364a90e09c2d74fba6ffda3c0,ff621b425b51dec009a5ae0244fb715d6450ca0ab8e2939203cc5608aa1441da
low,6,MOI,34,4,1206,1036,1036,336.4760131237281,0.324783796451475,0.8590381426202321,0.8667908872963105,0,0.0,0,0.0,0,0.0,0.25827981362548796,2415.0936905965227,0.0,0.0,2.992013400002179,3.1717626999998174,07bee5ed8ed8632f38aa923c75e1523705d0a00e48d446f2cbbd602273a666ff,ok,completed,design_expected_payment,r51-free-action-design-only-v1,336.4760131237281,2719.0544872195833,0,0,0,7941,2051,f00beec923e5881e89555edc23bc5ed65e1ab571fcb71554186a85292825d71a,c35e646cf1fe5749f4c185b7cdd139bd7864cd9d44a2c9e0fce0db1b03664351
low,6,PASI,34,4,1206,1036,1036,284.16651728227663,0.2742920050987226,0.8590381426202321,0.8667908872963105,0,0.0,0,0.0,0,0.0,0.25827981362548796,2467.403186437974,0.0,0.0,2.976472400001512,3.093300000000454,07bee5ed8ed8632f38aa923c75e1523705d0a00e48d446f2cbbd602273a666ff,ok,completed,design_expected_payment,r51-free-action-design-only-v1,284.16651728227663,2719.0544872195833,0,0,0,7941,2051,f00beec923e5881e89555edc23bc5ed65e1ab571fcb71554186a85292825d71a,c35e646cf1fe5749f4c185b7cdd139bd7864cd9d44a2c9e0fce0db1b03664351
low,6,QUAC-F,34,4,1206,1036,1036,100.11688324478662,0.09663791818994848,0.8590381426202321,0.8672937480453092,0,0.0,0,0.0,0,0.0,0.25827981362548796,2646.2845679414295,-0.41831598339935727,1.0,2.9277717000004486,3.1119780000008177,07bee5ed8ed8632f38aa923c75e1523705d0a00e48d446f2cbbd602273a666ff,ok,completed,design_expected_payment,r51-free-action-design-only-v1,100.11688324478662,2719.0544872195833,0,0,0,7941,2051,f00beec923e5881e89555edc23bc5ed65e1ab571fcb71554186a85292825d71a,c35e646cf1fe5749f4c185b7cdd139bd7864cd9d44a2c9e0fce0db1b03664351
low,7,MOI,34,4,1206,1015,1015,288.09714742704466,0.2838395541153149,0.8416252072968491,0.8673609522993814,0,0.0,0,0.0,0,0.0,0.2591613146958821,2418.3789625295135,0.0,0.0,3.020383499999298,3.238075500001287,98577330df2522137494bde93dd10667232fba9ad62e0fbd32f71065d221ad6a,ok,completed,design_expected_payment,r51-free-action-design-only-v1,288.09714742704466,2715.999572620158,0,0,0,7941,2058,699e16a61a72d6f6677c88dc92cd28e4eea46af6652088b2c45b39ce3fa488c6,cdc09a09c8cfc0f111ee088502741fb67260c8555f895f9c17a4781438193bec
low,7,PASI,34,4,1206,1015,1015,243.91074895621915,0.24030615660711246,0.8416252072968491,0.8675937657212969,0,0.0,0,0.0,0,0.0,0.2591613146958821,2461.578057997899,0.0,0.0,3.0267182999996294,3.1947197999979835,98577330df2522137494bde93dd10667232fba9ad62e0fbd32f71065d221ad6a,ok,completed,design_expected_payment,r51-free-action-design-only-v1,243.91074895621915,2715.999572620158,0,0,0,7941,2058,699e16a61a72d6f6677c88dc92cd28e4eea46af6652088b2c45b39ce3fa488c6,cdc09a09c8cfc0f111ee088502741fb67260c8555f895f9c17a4781438193bec
low,7,QUAC-F,34,4,1206,1015,1015,89.64149280679534,0.08831674168157176,0.8416252072968491,0.8684013774523442,0,0.0,0,0.0,0,0.0,0.2591613146958821,2610.21158385511,-0.3934313977012812,1.0,2.8765216000028886,2.9894022999978915,98577330df2522137494bde93dd10667232fba9ad62e0fbd32f71065d221ad6a,ok,completed,design_expected_payment,r51-free-action-design-only-v1,89.64149280679534,2715.999572620158,0,0,0,7941,2058,699e16a61a72d6f6677c88dc92cd28e4eea46af6652088b2c45b39ce3fa488c6,cdc09a09c8cfc0f111ee088502741fb67260c8555f895f9c17a4781438193bec
low,8,MOI,34,4,1206,1026,1026,359.2693831606893,0.3501650907998921,0.8507462686567164,0.8694831995251525,0,0.0,0,0.0,0,0.0,0.25865759979851405,2371.518440001333,0.0,0.0,2.9218915999990713,3.03355670000019,53ac43e1f6d2f7d2c95113c89266efe7a90a8edeaf6f46c5f7d01b9422ba9402,ok,completed,design_expected_payment,r51-free-action-design-only-v1,359.2693831606893,2724.2177698089763,0,0,0,7941,2054,9339345ab1e47990db2ed9dddddcaaafac158be442d6520f9b1ea59107378204,ad11bef012b36df2f386a1f0a77e263ce64480a05ebdd80485368262abcafc67
low,8,PASI,34,4,1206,1026,1026,307.30840759659463,0.2995208651038934,0.8507462686567164,0.8696810457739644,0,0.0,0,0.0,0,0.0,0.25865759979851405,2422.2552794771855,0.0,0.0,2.99343349999981,3.1138301999999385,53ac43e1f6d2f7d2c95113c89266efe7a90a8edeaf6f46c5f7d01b9422ba9402,ok,completed,design_expected_payment,r51-free-action-design-only-v1,307.30840759659463,2724.2177698089763,0,0,0,7941,2054,9339345ab1e47990db2ed9dddddcaaafac158be442d6520f9b1ea59107378204,ad11bef012b36df2f386a1f0a77e263ce64480a05ebdd80485368262abcafc67
low,8,QUAC-F,34,4,1206,1026,1026,101.34049422343932,0.09877241152382,0.8507462686567164,0.8700471298799791,0,0.0,0,0.0,0,0.0,0.25865759979851405,2628.018453748961,-0.4264675679566194,1.0,2.8606533000020136,2.979927000000316,53ac43e1f6d2f7d2c95113c89266efe7a90a8edeaf6f46c5f7d01b9422ba9402,ok,completed,design_expected_payment,r51-free-action-design-only-v1,101.34049422343932,2724.2177698089763,0,0,0,7941,2054,9339345ab1e47990db2ed9dddddcaaafac158be442d6520f9b1ea59107378204,ad11bef012b36df2f386a1f0a77e263ce64480a05ebdd80485368262abcafc67
low,9,MOI,34,4,1206,1031,1031,398.18681692485654,0.3862141774246911,0.8548922056384743,0.8693331233757919,0,0.0,0,0.0,0,0.0,0.2545019518952273,2372.2489035935423,0.0,0.0,3.0416417000014917,3.2118372000004456,1ebff484bcc6cdd2c4ecb6816adc73d0ca0acaec543902ae0e0310f14fb2f596,ok,completed,design_expected_payment,r51-free-action-design-only-v1,398.18681692485654,2743.6561266083854,0,0,0,7941,2021,c36553b74fabe50e893eada5c8015d30900e08b71a488c7ec88c4eec579e7327,ef309be7565e8deff0aa4b39040ad791077c92458259d1f85910c30da850fe23
low,9,PASI,34,4,1206,1031,1031,337.77057854390955,0.3276145281706203,0.8548922056384743,0.8693331233757919,0,0.0,0,0.0,0,0.0,0.2545019518952273,2432.6651419744894,0.0,0.0,3.0689633000001777,3.242881499998475,1ebff484bcc6cdd2c4ecb6816adc73d0ca0acaec543902ae0e0310f14fb2f596,ok,completed,design_expected_payment,r51-free-action-design-only-v1,337.77057854390955,2743.6561266083854,0,0,0,7941,2021,c36553b74fabe50e893eada5c8015d30900e08b71a488c7ec88c4eec579e7327,ef309be7565e8deff0aa4b39040ad791077c92458259d1f85910c30da850fe23
low,9,QUAC-F,34,4,1206,1031,1031,107.25855462623744,0.10403351564135542,0.8548922056384743,0.8704828754736601,0,0.0,0,0.0,0,0.0,0.2545019518952273,2660.867850251245,-0.44752455230830596,1.0,2.9802780999998504,3.1564165000017965,1ebff484bcc6cdd2c4ecb6816adc73d0ca0acaec543902ae0e0310f14fb2f596,ok,completed,design_expected_payment,r51-free-action-design-only-v1,107.25855462623744,2743.6561266083854,0,0,0,7941,2021,c36553b74fabe50e893eada5c8015d30900e08b71a488c7ec88c4eec579e7327,ef309be7565e8deff0aa4b39040ad791077c92458259d1f85910c30da850fe23
low,10,MOI,34,4,1206,1044,1044,321.95752020652924,0.3083884293165989,0.8656716417910447,0.8675796706309069,0,0.0,0,0.0,0,0.0,0.2692356126432439,2471.0043521658035,0.0,0.0,3.010612399997626,3.108452299999044,9bb0194e1416ea5c29ac249ccb5d6a028313c5207f7ece21815a21f734e5aa75,ok,completed,design_expected_payment,r51-free-action-design-only-v1,321.95752020652924,2724.7695189389447,0,0,0,7941,2138,b1566d8773caa1272e7a3faaccae636bc93471ce160ad6a4772832b0f691333d,5333be288330d1da0665f901263443c661471a446711dd4ef6ce81dd0653aebe
low,10,PASI,34,4,1206,1044,1044,276.25294321237266,0.2646100988624259,0.8656716417910447,0.8675796706309069,0,0.0,0,0.0,0,0.0,0.2692356126432439,2516.7089291599605,0.0,0.0,3.0978060999987065,3.2390608999994583,9bb0194e1416ea5c29ac249ccb5d6a028313c5207f7ece21815a21f734e5aa75,ok,completed,design_expected_payment,r51-free-action-design-only-v1,276.25294321237266,2724.7695189389447,0,0,0,7941,2138,b1566d8773caa1272e7a3faaccae636bc93471ce160ad6a4772832b0f691333d,5333be288330d1da0665f901263443c661471a446711dd4ef6ce81dd0653aebe
low,10,QUAC-F,34,4,1206,1044,1044,97.6241712683372,0.09350974259419272,0.8656716417910447,0.8679367506202832,0,0.0,0,0.0,0,0.0,0.2692356126432439,2692.1027369312897,-0.4073755657789496,1.0,2.9747835000016494,3.0758095999990474,9bb0194e1416ea5c29ac249ccb5d6a028313c5207f7ece21815a21f734e5aa75,ok,completed,design_expected_payment,r51-free-action-design-only-v1,97.6241712683372,2724.7695189389447,0,0,0,7941,2138,b1566d8773caa1272e7a3faaccae636bc93471ce160ad6a4772832b0f691333d,5333be288330d1da0665f901263443c661471a446711dd4ef6ce81dd0653aebe
low,11,MOI,34,4,1206,1064,1064,355.74799450315686,0.33434961889394443,0.8822553897180763,0.8659360344830346,0,0.0,0,0.0,0,0.0,0.26822818284850775,2490.4485778564967,0.0,0.0,3.017565599999216,3.123850300002232,05b981fc780e867b364cd321df8324bbc10374fc7e30a3e7475962bc6c68c663,ok,completed,design_expected_payment,r51-free-action-design-only-v1,355.7479945031568,2716.4464151854863,0,0,0,7941,2130,cc02af2e2bb6426cfeff528b491c45c127c32215f70a21d8da466768a8e46f2d,062369d2f14b64807266a9802c7a41d031ab23faf2d6bde15482fffb212325d8
low,11,PASI,34,4,1206,1064,1064,316.7888499862844,0.29773388156605674,0.8822553897180763,0.8659360344830346,0,0.0,0,0.0,0,0.0,0.26822818284850775,2529.4077223733693,0.0,0.0,3.06570119999742,3.1664118000007875,05b981fc780e867b364cd321df8324bbc10374fc7e30a3e7475962bc6c68c663,ok,completed,design_expected_payment,r51-free-action-design-only-v1,316.7888499862844,2716.4464151854863,0,0,0,7941,2130,cc02af2e2bb6426cfeff528b491c45c127c32215f70a21d8da466768a8e46f2d,062369d2f14b64807266a9802c7a41d031ab23faf2d6bde15482fffb212325d8
low,11,QUAC-F,34,4,1206,1064,1064,106.48819835148038,0.10008289318748156,0.8822553897180763,0.8664939809265315,0,0.0,0,0.0,0,0.0,0.26822818284850775,2736.0396012032525,-0.4276793737838749,1.0,2.886280799997621,3.047823100001551,05b981fc780e867b364cd321df8324bbc10374fc7e30a3e7475962bc6c68c663,ok,completed,design_expected_payment,r51-free-action-design-only-v1,106.48819835148038,2716.4464151854863,0,0,0,7941,2130,cc02af2e2bb6426cfeff528b491c45c127c32215f70a21d8da466768a8e46f2d,062369d2f14b64807266a9802c7a41d031ab23faf2d6bde15482fffb212325d8
low,12,MOI,34,4,1206,1031,1031,362.4455962809238,0.3515476200590919,0.8548922056384743,0.8684977576344275,0,0.0,0,0.0,0,0.0,0.25840574234983,2372.3490210397367,0.0,0.0,2.954700199999934,3.1208642999990843,d02c3614d6b0fe2d8023157d99626f952ac2524625de96856a28f82c4310c9bf,ok,completed,design_expected_payment,r51-free-action-design-only-v1,362.4455962809238,2704.147621580285,0,0,0,7941,2052,b3e616973691a20ad50148e357c83c2c13ee42300521e13a8a5171ae61e733fb,5ae38e42b2a79b844f8bf4d2af597ed04733766ad629eafd55ab67b25b5e2a3c
low,12,PASI,34,4,1206,1031,1031,317.42535187665163,0.30788103964757674,0.8548922056384743,0.8687370392266118,0,0.0,0,0.0,0,0.0,0.25840574234983,2415.623936173173,0.0,0.0,2.956480400000146,3.130090200000268,d02c3614d6b0fe2d8023157d99626f952ac2524625de96856a28f82c4310c9bf,ok,completed,design_expected_payment,r51-free-action-design-only-v1,317.42535187665163,2704.147621580285,0,0,0,7941,2052,b3e616973691a20ad50148e357c83c2c13ee42300521e13a8a5171ae61e733fb,5ae38e42b2a79b844f8bf4d2af597ed04733766ad629eafd55ab67b25b5e2a3c
low,12,QUAC-F,34,4,1206,1031,1031,99.29449769191949,0.09630892113668234,0.8548922056384743,0.8693614633205576,0,0.0,0,0.0,0,0.0,0.25840574234983,2631.854475061021,-0.42957022075426393,1.0,2.8853030999998737,3.039053899999999,d02c3614d6b0fe2d8023157d99626f952ac2524625de96856a28f82c4310c9bf,ok,completed,design_expected_payment,r51-free-action-design-only-v1,99.29449769191949,2704.147621580285,0,0,0,7941,2052,b3e616973691a20ad50148e357c83c2c13ee42300521e13a8a5171ae61e733fb,5ae38e42b2a79b844f8bf4d2af597ed04733766ad629eafd55ab67b25b5e2a3c
low,13,MOI,34,4,1206,1034,1034,421.62379748436086,0.4077599588823606,0.857379767827529,0.8677530056070564,0,0.0,0,0.0,0,0.0,0.2634428913235109,2338.1411185930924,0.0,0.0,3.1578454000009515,3.303263400001015,f4a4f94daa8e243e14a3e5bb54072e8bae8ba3218274d6039f924e70bed12648,ok,completed,design_expected_payment,r51-free-action-design-only-v1,421.62379748436086,2720.380204597268,0,0,0,7941,2092,47ec31a3baa6774d0a5cab780bfcfbcc238172c20d5a3d7ebae8cc3c2db228b3,379f2e4abc2c94c6cea861c67ac22cf2a9062ab861230dbe0526a491030d7a26
low,13,PASI,34,4,1206,1034,1034,382.3592440451263,0.3697865029449964,0.857379767827529,0.8677530056070564,0,0.0,0,0.0,0,0.0,0.2634428913235109,2377.405672032327,0.0,0.0,3.109825700001238,3.2434413000009954,f4a4f94daa8e243e14a3e5bb54072e8bae8ba3218274d6039f924e70bed12648,ok,completed,design_expected_payment,r51-free-action-design-only-v1,382.3592440451263,2720.380204597268,0,0,0,7941,2092,47ec31a3baa6774d0a5cab780bfcfbcc238172c20d5a3d7ebae8cc3c2db228b3,379f2e4abc2c94c6cea861c67ac22cf2a9062ab861230dbe0526a491030d7a26
low,13,QUAC-F,34,4,1206,1034,1034,97.7913487895257,0.09457577252371925,0.857379767827529,0.8688836962363596,0,0.0,0,0.0,0,0.0,0.2634428913235109,2655.7554166543277,-0.4352294482902049,1.0,3.0634420000023965,3.2137590999991517,f4a4f94daa8e243e14a3e5bb54072e8bae8ba3218274d6039f924e70bed12648,ok,completed,design_expected_payment,r51-free-action-design-only-v1,97.7913487895257,2720.380204597268,0,0,0,7941,2092,47ec31a3baa6774d0a5cab780bfcfbcc238172c20d5a3d7ebae8cc3c2db228b3,379f2e4abc2c94c6cea861c67ac22cf2a9062ab861230dbe0526a491030d7a26
low,14,MOI,34,4,1206,1046,1046,329.67989950802166,0.3151815482868276,0.867330016583748,0.867391485714024,0,0.0,0,0.0,0,0.0,0.2668429668807455,2437.3735525897464,0.0,0.0,3.3979440000002796,3.519639100002678,3f8955d26bdc062a518bba002f558d12604997403fc1c38af68011d3b5051a80,ok,completed,design_expected_payment,r51-free-action-design-only-v1,329.67989950802166,2697.6932355125423,0,0,0,7941,2119,273d06514a9b3f90b2aec29bb581b1e570ea0f213632d0a08780fd1cd8d47605,5a0f9c6dddd0da89bf8b005295aa64f836a7a4c6ff38660a93adbe4322c5a17e
