workload,seed,method,N,M,tasks,assigned,qualified,payment,pps,service_coverage,mean_quality,qos_violations,qos_violation_rate,ir_violations,under_incentive_rate,target_violations,target_miss_rate,legal_edge_rate,platform_utility,mean_base_payment,negative_intercept_rate,core_runtime_s,instrumented_runtime_s,event_tape_hash,diagnostic_status,execution_status,decision_cost_basis,contract_protocol_version,design_reserve,available_budget,reserve_over_budget_slots,settlement_over_reserve_slots,settlement_over_budget_slots,candidate_rows,legal_rows,candidate_graph_sha256,config_sha256
high,14,PASI,34,4,3531,2497,2497,733.7491993576751,0.29385230250607736,0.7071651090342679,0.8675252347958458,0,0.0,0,0.0,0,0.0,0.2559584610146408,5845.7458115417485,0.0,0.0,4.083345400002145,4.205512100001215,5ad17a17c7a2cbfcb54ed58046d5e3b6beb9a5e2d7791d532d912294512965ef,ok,completed,design_expected_payment,r51-free-action-design-only-v1,733.7491993576751,7994.818562051611,0,0,0,23496,6014,27e53d29734b221c9bac3a41c68ba0d735e45a596930c2c9ca7853d54b2b9f75,3a60ddfbf016f31f35c7127046f755ce81f8cb4efb24ff2420a698a4567e78ec
high,14,QUAC-F,34,4,3531,2497,2497,211.93204448005,0.08487466739289147,0.7071651090342679,0.875057467702962,0,0.0,0,0.0,0,0.0,0.2559584610146408,6271.501346732557,-0.38944494705207716,1.0,4.041657899997517,4.181627400001162,5ad17a17c7a2cbfcb54ed58046d5e3b6beb9a5e2d7791d532d912294512965ef,ok,completed,design_expected_payment,r51-free-action-design-only-v1,211.93204448005,7994.818562051611,0,0,0,23496,6014,27e53d29734b221c9bac3a41c68ba0d735e45a596930c2c9ca7853d54b2b9f75,3a60ddfbf016f31f35c7127046f755ce81f8cb4efb24ff2420a698a4567e78ec
high,15,MOI,34,4,3531,2490,2490,1025.6107903987383,0.41189188369427243,0.7051826677994902,0.8644589243515675,0,0.0,0,0.0,0,0.0,0.2643854273067756,5518.202324326336,0.0,0.0,3.898940399998537,4.015443899999809,96c1b4d07d52159b1e958ee43e318f18db7054fed2371fcb08ad8c53c2ed3b1c,ok,completed,design_expected_payment,r51-free-action-design-only-v1,1025.6107903987383,7964.525069253245,0,0,0,23496,6212,ab50d6d16b442b10180b2ee2f4953e9e66ff1d97c5c57a09b308c23e6d74368e,7764af9c02ec7a27ecffd149cb692c0fa442575cab18603c4717063fae9001f5
high,15,PASI,34,4,3531,2490,2490,947.6056697341821,0.3805645259976635,0.7051826677994902,0.8644526313110407,0,0.0,0,0.0,0,0.0,0.2643854273067756,5593.570350349937,0.0,0.0,4.114789600000222,4.247207399999752,96c1b4d07d52159b1e958ee43e318f18db7054fed2371fcb08ad8c53c2ed3b1c,ok,completed,design_expected_payment,r51-free-action-design-only-v1,947.6056697341821,7964.525069253245,0,0,0,23496,6212,ab50d6d16b442b10180b2ee2f4953e9e66ff1d97c5c57a09b308c23e6d74368e,7764af9c02ec7a27ecffd149cb692c0fa442575cab18603c4717063fae9001f5
high,15,QUAC-F,34,4,3531,2490,2490,225.49575616361886,0.09056054464402365,0.7051826677994902,0.8737155542993106,0,0.0,0,0.0,0,0.0,0.2643854273067756,6204.571302062928,-0.44586741502935884,1.0,3.7216351999995823,3.8569152999989456,96c1b4d07d52159b1e958ee43e318f18db7054fed2371fcb08ad8c53c2ed3b1c,ok,completed,design_expected_payment,r51-free-action-design-only-v1,225.49575616361886,7964.525069253245,0,0,0,23496,6212,ab50d6d16b442b10180b2ee2f4953e9e66ff1d97c5c57a09b308c23e6d74368e,7764af9c02ec7a27ecffd149cb692c0fa442575cab18603c4717063fae9001f5
high,16,MOI,34,4,3531,2507,2507,966.8116830823424,0.38564486760364675,0.7099971679410931,0.8663191250842187,0,0.0,0,0.0,0,0.0,0.2612359550561798,5602.600992391617,0.0,0.0,3.6946911999984877,3.8701553999999305,b53317f25b5ae211367a80918596d2b509d1ff4c470b04c4f86e22ad82d33b90,ok,completed,design_expected_payment,r51-free-action-design-only-v1,966.8116830823424,7941.058670738163,0,0,0,23496,6138,2751157e1905b0b1f79d85004bf8e9c476772c898e43bfe8d4a914d9e24c5d53,1145892ab49a5b37e73f463f8c9827c75f3d628d1e8e964d0a3ffd04f8f0968d
high,16,PASI,34,4,3531,2507,2507,857.5139009667002,0.34204782647255694,0.7099971679410931,0.866473223635142,0,0.0,0,0.0,0,0.0,0.2612359550561798,5707.888197140382,0.0,0.0,3.7672008000008645,3.8972395999990113,b53317f25b5ae211367a80918596d2b509d1ff4c470b04c4f86e22ad82d33b90,ok,completed,design_expected_payment,r51-free-action-design-only-v1,857.5139009667002,7941.058670738163,0,0,0,23496,6138,2751157e1905b0b1f79d85004bf8e9c476772c898e43bfe8d4a914d9e24c5d53,1145892ab49a5b37e73f463f8c9827c75f3d628d1e8e964d0a3ffd04f8f0968d
high,16,QUAC-F,34,4,3531,2507,2507,236.99661610861253,0.09453395137958218,0.7099971679410931,0.87460900181271,0,0.0,0,0.0,0,0.0,0.2612359550561798,6230.707448108655,-0.44031202034393785,1.0,3.7736525000000256,3.888495299997885,b53317f25b5ae211367a80918596d2b509d1ff4c470b04c4f86e22ad82d33b90,ok,completed,design_expected_payment,r51-free-action-design-only-v1,236.99661610861253,7941.058670738163,0,0,0,23496,6138,2751157e1905b0b1f79d85004bf8e9c476772c898e43bfe8d4a914d9e24c5d53,1145892ab49a5b37e73f463f8c9827c75f3d628d1e8e964d0a3ffd04f8f0968d
high,17,MOI,34,4,3531,2510,2510,927.8394818511113,0.3696571640841081,0.7108467856131407,0.8691366392281269,0,0.0,0,0.0,0,0.0,0.26455566905005107,5572.470241215565,0.0,0.0,3.832104299999628,4.117107899997791,2617e8a94047f5b3ea66cd0e7a0ac8a81ca67ccb257dce112b22e810dc0f0970,ok,completed,design_expected_payment,r51-free-action-design-only-v1,927.8394818511113,7853.88571442252,0,0,0,23496,6216,e09c0cb7bf613f4d92e9b094dd3061dc9256083af3c6f7d97022567875ec36c2,111491579c8a1880ef7ee50c55c199732d2653cf3027f5d4446e4cef5da22cfa
high,17,PASI,34,4,3531,2510,2510,838.1924317070302,0.33394120785140646,0.7108467856131407,0.8695901468185189,0,0.0,0,0.0,0,0.0,0.26455566905005107,5656.829960450131,0.0,0.0,3.8282155000015337,4.119901599999139,2617e8a94047f5b3ea66cd0e7a0ac8a81ca67ccb257dce112b22e810dc0f0970,ok,completed,design_expected_payment,r51-free-action-design-only-v1,838.1924317070302,7853.88571442252,0,0,0,23496,6216,e09c0cb7bf613f4d92e9b094dd3061dc9256083af3c6f7d97022567875ec36c2,111491579c8a1880ef7ee50c55c199732d2653cf3027f5d4446e4cef5da22cfa
high,17,QUAC-F,34,4,3531,2510,2510,216.50750997224566,0.08625797210049628,0.7108467856131407,0.8765082041966258,0,0.0,0,0.0,0,0.0,0.26455566905005107,6190.939294727739,-0.42560414296504023,1.0,3.692214300001069,3.995895500000188,2617e8a94047f5b3ea66cd0e7a0ac8a81ca67ccb257dce112b22e810dc0f0970,ok,completed,design_expected_payment,r51-free-action-design-only-v1,216.50750997224566,7853.88571442252,0,0,0,23496,6216,e09c0cb7bf613f4d92e9b094dd3061dc9256083af3c6f7d97022567875ec36c2,111491579c8a1880ef7ee50c55c199732d2653cf3027f5d4446e4cef5da22cfa
high,18,MOI,34,4,3531,2532,2532,883.0282208553701,0.3487473226127054,0.7170773152081563,0.8682121256095577,0,0.0,0,0.0,0,0.0,0.2591504937010555,5757.413015088003,0.0,0.0,3.565601300000708,3.6697573000019474,b54af569468992963dee8195f0249d57405532b570526f24c223ae9da2a91cf1,ok,completed,design_expected_payment,r51-free-action-design-only-v1,883.0282208553701,7931.179658874222,0,0,0,23496,6089,b2164bc34f219a41bd28af541ef2b26af2810025778734f06f0cca51e19828e2,846de6ee0b5b0e4811ff15e25a38a01403dc5c48bb5403ad746a0bdad3487b1a
high,18,PASI,34,4,3531,2532,2532,766.5249099351245,0.3027349565304599,0.7170773152081563,0.8684786624285478,0,0.0,0,0.0,0,0.0,0.2591504937010555,5865.998272800496,0.0,0.0,3.7196681999994325,3.8419424000021536,b54af569468992963dee8195f0249d57405532b570526f24c223ae9da2a91cf1,ok,completed,design_expected_payment,r51-free-action-design-only-v1,766.5249099351245,7931.179658874222,0,0,0,23496,6089,b2164bc34f219a41bd28af541ef2b26af2810025778734f06f0cca51e19828e2,846de6ee0b5b0e4811ff15e25a38a01403dc5c48bb5403ad746a0bdad3487b1a
high,18,QUAC-F,34,4,3531,2532,2532,228.6277270744336,0.09029531085088215,0.7170773152081563,0.8749918067748538,0,0.0,0,0.0,0,0.0,0.2591504937010555,6312.6997612979485,-0.43357884892161885,1.0,3.502064500000415,3.61625020000065,b54af569468992963dee8195f0249d57405532b570526f24c223ae9da2a91cf1,ok,completed,design_expected_payment,r51-free-action-design-only-v1,228.6277270744336,7931.179658874222,0,0,0,23496,6089,b2164bc34f219a41bd28af541ef2b26af2810025778734f06f0cca51e19828e2,846de6ee0b5b0e4811ff15e25a38a01403dc5c48bb5403ad746a0bdad3487b1a
high,19,MOI,34,4,3531,2509,2509,846.541357990792,0.337401896369387,0.7105635797224582,0.8647203103489778,0,0.0,0,0.0,0,0.0,0.26425774599931906,5771.134639972475,0.0,0.0,3.6728861999981746,3.7779718000019784,7be76415aac0de8fd38df05545b6d5d059bdc4cf8b4f7404fa55c4d5f3f02cd1,ok,completed,design_expected_payment,r51-free-action-design-only-v1,846.541357990792,7952.171507757129,0,0,0,23496,6209,dbef863e669ee7f9568b8e04bc9cf6844fa03402e63e0d184a565bf06683fcc6,bae05f2a60f79c362c922699fd5ad01a9f713e1483d6526669b56a9c00039a02
high,19,PASI,34,4,3531,2509,2509,723.6413184862648,0.2884182217960402,0.7105635797224582,0.8651417837585021,0,0.0,0,0.0,0,0.0,0.26425774599931906,5883.709921539334,0.0,0.0,3.5607127000002947,3.6783292000000074,7be76415aac0de8fd38df05545b6d5d059bdc4cf8b4f7404fa55c4d5f3f02cd1,ok,completed,design_expected_payment,r51-free-action-design-only-v1,723.6413184862648,7952.171507757129,0,0,0,23496,6209,dbef863e669ee7f9568b8e04bc9cf6844fa03402e63e0d184a565bf06683fcc6,bae05f2a60f79c362c922699fd5ad01a9f713e1483d6526669b56a9c00039a02
high,19,QUAC-F,34,4,3531,2509,2509,219.64650275062348,0.0875434446993318,0.7105635797224582,0.8742164146065982,0,0.0,0,0.0,0,0.0,0.26425774599931906,6285.0398148503355,-0.42300701519345824,1.0,3.624427700000524,3.751791599999706,7be76415aac0de8fd38df05545b6d5d059bdc4cf8b4f7404fa55c4d5f3f02cd1,ok,completed,design_expected_payment,r51-free-action-design-only-v1,219.64650275062348,7952.171507757129,0,0,0,23496,6209,dbef863e669ee7f9568b8e04bc9cf6844fa03402e63e0d184a565bf06683fcc6,bae05f2a60f79c362c922699fd5ad01a9f713e1483d6526669b56a9c00039a02
high,20,MOI,34,4,3531,2486,2486,903.2913917592663,0.36335132411877163,0.7040498442367601,0.8685093137046472,0,0.0,0,0.0,0,0.0,0.26102315287708544,5621.4994267058355,1.617444036694464e-07,0.0,3.6457025000017893,3.7949431000015466,aee4fa82ef78318c1e66cc4c7b6c055a07d5c22a0956bcc6636a947b25c039b3,ok,completed,design_expected_payment,r51-free-action-design-only-v1,903.2913917592663,7956.4290565881365,0,0,0,23496,6133,34b6a1b2e592587dddba2e448ad5dfa4bb26d4bec6d4e018a4813244b3498783,0e22456f6ff4275f7f18db76ffc8dfc4257f8365545dc96f0ae107b44c8f3002
high,20,PASI,34,4,3531,2486,2486,788.8579653107292,0.3173201791274052,0.7040498442367601,0.8686838752663348,0,0.0,0,0.0,0,0.0,0.26102315287708544,5729.469985499767,0.0,0.0,3.652762800000346,3.7845511000014085,aee4fa82ef78318c1e66cc4c7b6c055a07d5c22a0956bcc6636a947b25c039b3,ok,completed,design_expected_payment,r51-free-action-design-only-v1,788.8579653107292,7956.4290565881365,0,0,0,23496,6133,34b6a1b2e592587dddba2e448ad5dfa4bb26d4bec6d4e018a4813244b3498783,0e22456f6ff4275f7f18db76ffc8dfc4257f8365545dc96f0ae107b44c8f3002
high,20,QUAC-F,34,4,3531,2486,2486,240.81310553835033,0.09686770134286014,0.7040498442367601,0.8770528919317901,0,0.0,0,0.0,0,0.0,0.26102315287708544,6186.959184126672,-0.4465275929299573,1.0,3.626427999999578,3.7351647000032244,aee4fa82ef78318c1e66cc4c7b6c055a07d5c22a0956bcc6636a947b25c039b3,ok,completed,design_expected_payment,r51-free-action-design-only-v1,240.81310553835033,7956.4290565881365,0,0,0,23496,6133,34b6a1b2e592587dddba2e448ad5dfa4bb26d4bec6d4e018a4813244b3498783,0e22456f6ff4275f7f18db76ffc8dfc4257f8365545dc96f0ae107b44c8f3002
high,21,MOI,34,4,3531,2509,2509,854.0340887205707,0.340388237832033,0.7105635797224582,0.8647454565626097,0,0.0,0,0.0,0,0.0,0.2634916581545795,5713.855992895457,0.0,0.0,3.743353900001239,3.87666050000189,d6f9fe5cba504bd774a11a04f7270894301a1d56f6df18ce1e29571defb01d7f,ok,completed,design_expected_payment,r51-free-action-design-only-v1,854.0340887205707,7910.357966945778,0,0,0,23496,6191,940b178c7b38e471cbb656ebd731152dde5e08e998c076ff334e990775a3472b,84973075fe06de05738439fd46f29ac4a04aa6c769c22a20c9258f41582aec21
high,21,PASI,34,4,3531,2509,2509,728.9453611061978,0.2905322284201665,0.7105635797224582,0.8650626013012367,0,0.0,0,0.0,0,0.0,0.2634916581545795,5832.01111383271,0.0,0.0,3.744767000000138,3.8529875999993237,d6f9fe5cba504bd774a11a04f7270894301a1d56f6df18ce1e29571defb01d7f,ok,completed,design_expected_payment,r51-free-action-design-only-v1,728.9453611061978,7910.357966945778,0,0,0,23496,6191,940b178c7b38e471cbb656ebd731152dde5e08e998c076ff334e990775a3472b,84973075fe06de05738439fd46f29ac4a04aa6c769c22a20c9258f41582aec21
high,21,QUAC-F,34,4,3531,2509,2509,224.1200924452345,0.0893264617159165,0.7105635797224582,0.874633074391246,0,0.0,0,0.0,0,0.0,0.2634916581545795,6224.592611156413,-0.41637099237578135,1.0,3.659690299999056,3.784555799997179,d6f9fe5cba504bd774a11a04f7270894301a1d56f6df18ce1e29571defb01d7f,ok,completed,design_expected_payment,r51-free-action-design-only-v1,224.1200924452345,7910.357966945778,0,0,0,23496,6191,940b178c7b38e471cbb656ebd731152dde5e08e998c076ff334e990775a3472b,84973075fe06de05738439fd46f29ac4a04aa6c769c22a20c9258f41582aec21
high,22,MOI,34,4,3531,2487,2487,931.9459090781368,0.3747269437386959,0.7043330501274426,0.8662359513173965,0,0.0,0,0.0,0,0.0,0.259618658495063,5593.642401975516,0.0,0.0,3.8254888000010396,4.114595399998507,eaddf94d0ec204ad704c73f3b7fc2451af0fd57266acb1ea7474cd27227964b7,ok,completed,design_expected_payment,r51-free-action-design-only-v1,931.9459090781368,7946.696385720679,0,0,0,23496,6100,ebc049bc3ed5762b2c1a5be3458dec329584f31240d81ca06af4d790e3beaaab,c1c7510192437d0cf2595e3014b423cd5135b6f0c2b23fe24d2f3c1ec6e967ff
high,22,PASI,34,4,3531,2487,2487,825.9420445209716,0.3321037573465909,0.7043330501274426,0.8664609874083457,0,0.0,0,0.0,0,0.0,0.259618658495063,5694.285604381339,0.0,0.0,3.9872809999978926,4.124300100000255,eaddf94d0ec204ad704c73f3b7fc2451af0fd57266acb1ea7474cd27227964b7,ok,completed,design_expected_payment,r51-free-action-design-only-v1,825.9420445209716,7946.696385720679,0,0,0,23496,6100,ebc049bc3ed5762b2c1a5be3458dec329584f31240d81ca06af4d790e3beaaab,c1c7510192437d0cf2595e3014b423cd5135b6f0c2b23fe24d2f3c1ec6e967ff
high,22,QUAC-F,34,4,3531,2487,2487,225.8921041196346,0.09082915324472642,0.7043330501274426,0.8753221424997379,0,0.0,0,0.0,0,0.0,0.259618658495063,6187.399563449875,-0.43645008679229874,1.0,3.771590799999103,4.037845500002732,eaddf94d0ec204ad704c73f3b7fc2451af0fd57266acb1ea7474cd27227964b7,ok,completed,design_expected_payment,r51-free-action-design-only-v1,225.8921041196346,7946.696385720679,0,0,0,23496,6100,ebc049bc3ed5762b2c1a5be3458dec329584f31240d81ca06af4d790e3beaaab,c1c7510192437d0cf2595e3014b423cd5135b6f0c2b23fe24d2f3c1ec6e967ff
high,23,MOI,34,4,3531,2468,2468,951.1393638243999,0.38538872116061584,0.6989521382044747,0.8641476904483893,0,0.0,0,0.0,0,0.0,0.2565543071161049,5546.744581697387,0.0,0.0,3.745560600000317,3.8509956000016246,59caa35927d2038c60004b21220d992ed66bd71d2281e7ee4fbb696ade318404,ok,completed,design_expected_payment,r51-free-action-design-only-v1,951.1393638243999,8037.4596738530945,0,0,0,23496,6028,d28ab22677248eb1ad0ab57f4e02a0ff68213b82a56fc9b0b34f2e9e57ed45a9,47e15a1278d7d96f3a1b08ae8f2684657f7b9018b3c1e998ee86a6917003b756
high,23,PASI,34,4,3531,2468,2468,849.7192689118771,0.34429467946186265,0.6989521382044747,0.8644191302236807,0,0.0,0,0.0,0,0.0,0.2565543071161049,5641.863707611678,0.0,0.0,3.833681500000239,4.123388099997101,59caa35927d2038c60004b21220d992ed66bd71d2281e7ee4fbb696ade318404,ok,completed,design_expected_payment,r51-free-action-design-only-v1,849.7192689118771,8037.4596738530945,0,0,0,23496,6028,d28ab22677248eb1ad0ab57f4e02a0ff68213b82a56fc9b0b34f2e9e57ed45a9,47e15a1278d7d96f3a1b08ae8f2684657f7b9018b3c1e998ee86a6917003b756
high,23,QUAC-F,34,4,3531,2468,2468,248.88500592095716,0.1008448160133538,0.6989521382044747,0.8726544746561629,0,0.0,0,0.0,0,0.0,0.2565543071161049,6157.246618849858,-0.4674085194543369,1.0,3.7016036999993958,3.8404115999983333,59caa35927d2038c60004b21220d992ed66bd71d2281e7ee4fbb696ade318404,ok,completed,design_expected_payment,r51-free-action-design-only-v1,248.88500592095716,8037.4596738530945,0,0,0,23496,6028,d28ab22677248eb1ad0ab57f4e02a0ff68213b82a56fc9b0b34f2e9e57ed45a9,47e15a1278d7d96f3a1b08ae8f2684657f7b9018b3c1e998ee86a6917003b756
high,24,MOI,34,4,3531,2489,2489,889.9063164052538,0.3575356835698087,0.7048994619088077,0.8658275272218285,0,0.0,0,0.0,0,0.0,0.263959822948587,5629.981070986329,0.0,0.0,3.8296895999992557,3.956516099999135,3afe6061efba1d85a69a36f0ac81093514b6b83aa628b83b25265b0bbf31ec92,ok,completed,design_expected_payment,r51-free-action-design-only-v1,889.9063164052538,7969.514666962631,0,0,0,23496,6202,7094662f329ba50eb687cdc22e50f25624d0f8e44dd6857a7288afdcf6187ab0,b25dc29e5965bf5715678df2813b109825d39b8746a88d088494e4588a800322
high,24,PASI,34,4,3531,2489,2489,753.0707621568665,0.30255956695735897,0.7048994619088077,0.8659955894718323,0,0.0,0,0.0,0,0.0,0.263959822948587,5762.192032315021,0.0,0.0,3.851198000000295,3.9762747999993735,3afe6061efba1d85a69a36f0ac81093514b6b83aa628b83b25265b0bbf31ec92,ok,completed,design_expected_payment,r51-free-action-design-only-v1,753.0707621568665,7969.514666962631,0,0,0,23496,6202,7094662f329ba50eb687cdc22e50f25624d0f8e44dd6857a7288afdcf6187ab0,b25dc29e5965bf5715678df2813b109825d39b8746a88d088494e4588a800322
high,24,QUAC-F,34,4,3531,2489,2489,234.62679380478158,0.0942654856588114,0.7048994619088077,0.8739698726166026,0,0.0,0,0.0,0,0.0,0.263959822948587,6179.464537659191,-0.4507553577971027,1.0,3.7737100000013015,3.879019200001494,3afe6061efba1d85a69a36f0ac81093514b6b83aa628b83b25265b0bbf31ec92,ok,completed,design_expected_payment,r51-free-action-design-only-v1,234.62679380478158,7969.514666962631,0,0,0,23496,6202,7094662f329ba50eb687cdc22e50f25624d0f8e44dd6857a7288afdcf6187ab0,b25dc29e5965bf5715678df2813b109825d39b8746a88d088494e4588a800322
high,25,MOI,34,4,3531,2515,2515,925.7776640299825,0.3681024509065537,0.7122628150665534,0.8664457027817224,0,0.0,0,0.0,0,0.0,0.26434286687095676,5665.194361928776,0.0,0.0,3.749993599998561,3.855460700000549,b71d68abf4c0847a14739c75bfa1ac326a9209bc951951e735a50439db3cfe2f,ok,completed,design_expected_payment,r51-free-action-design-only-v1,925.7776640299825,7940.50582846756,0,0,0,23496,6211,d34d66fcf1043b074a249930f85f8c49f6195cfedfa3cb58caab3d3f1b8cc21b,48c0d13b76b6db6f2f53606f68afe44dca2b146d76e5179fb848621744dfead3
high,25,PASI,34,4,3531,2515,2515,811.1402686445726,0.3225209815684185,0.7122628150665534,0.8668877647637548,0,0.0,0,0.0,0,0.0,0.26434286687095676,5772.751751492738,0.0,0.0,3.8186674999997194,3.934671700000763,b71d68abf4c0847a14739c75bfa1ac326a9209bc951951e735a50439db3cfe2f,ok,completed,design_expected_payment,r51-free-action-design-only-v1,811.1402686445726,7940.50582846756,0,0,0,23496,6211,d34d66fcf1043b074a249930f85f8c49f6195cfedfa3cb58caab3d3f1b8cc21b,48c0d13b76b6db6f2f53606f68afe44dca2b146d76e5179fb848621744dfead3
high,25,QUAC-F,34,4,3531,2515,2515,244.431007483514,0.09718926738907117,0.7122628150665534,0.8753061206591375,0,0.0,0,0.0,0,0.0,0.26434286687095676,6243.220645892508,-0.46834041574779417,1.0,3.6570228000018687,3.778385800000251,b71d68abf4c0847a14739c75bfa1ac326a9209bc951951e735a50439db3cfe2f,ok,completed,design_expected_payment,r51-free-action-design-only-v1,244.431007483514,7940.50582846756,0,0,0,23496,6211,d34d66fcf1043b074a249930f85f8c49f6195cfedfa3cb58caab3d3f1b8cc21b,48c0d13b76b6db6f2f53606f68afe44dca2b146d76e5179fb848621744dfead3
high,26,MOI,34,4,3531,2487,2487,870.8445260700973,0.3501586353317641,0.7043330501274426,0.8676508944740509,0,0.0,0,0.0,0,0.0,0.2647259107933265,5661.176829214485,0.0,0.0,3.7126957000000402,3.8346007999971334,620d6ff59fe08026f4b6726e1f85e6501acccd7840fcf3db834e6f87295bfbd6,ok,completed,design_expected_payment,r51-free-action-design-only-v1,870.8445260700973,7951.688366251775,0,0,0,23496,6220,4b076f89f78f349a7487f49ad4adc27f30202e18a5712cf89245e2a81d6d62b7,d9b2407d38a00e317302083be3648fbe55af73376badaab26bc8fb5b14a05a22
high,26,PASI,34,4,3531,2487,2487,717.4541380375285,0.28848176036892986,0.7043330501274426,0.8679541538304444,0,0.0,0,0.0,0,0.0,0.2647259107933265,5807.135619368831,0.0,0.0,3.676137499998731,3.7932975000003353,620d6ff59fe08026f4b6726e1f85e6501acccd7840fcf3db834e6f87295bfbd6,ok,completed,design_expected_payment,r51-free-action-design-only-v1,717.4541380375285,7951.688366251775,0,0,0,23496,6220,4b076f89f78f349a7487f49ad4adc27f30202e18a5712cf89245e2a81d6d62b7,d9b2407d38a00e317302083be3648fbe55af73376badaab26bc8fb5b14a05a22
high,26,QUAC-F,34,4,3531,2487,2487,239.4872471864756,0.0962956361827405,0.7043330501274426,0.8753748671144407,0,0.0,0,0.0,0,0.0,0.2647259107933265,6184.727481024605,-0.4569023363272226,1.0,3.6413289999982226,3.770668499997555,620d6ff59fe08026f4b6726e1f85e6501acccd7840fcf3db834e6f87295bfbd6,ok,completed,design_expected_payment,r51-free-action-design-only-v1,239.4872471864756,7951.688366251775,0,0,0,23496,6220,4b076f89f78f349a7487f49ad4adc27f30202e18a5712cf89245e2a81d6d62b7,d9b2407d38a00e317302083be3648fbe55af73376badaab26bc8fb5b14a05a22
high,27,MOI,34,4,3531,2466,2466,831.755393257522,0.33728929166971694,0.6983857264231096,0.8659535204098799,0,0.0,0,0.0,0,0.0,0.2651089547156963,5644.5928055748955,0.0,0.0,3.815228899999056,3.930151199998363,4957333f5636c24f66d156fb1f395f141d6a2c866336726f4354136ea378650c,ok,completed,design_expected_payment,r51-free-action-design-only-v1,831.755393257522,7962.275699197566,0,0,0,23496,6229,33eade8924cda5088e54eed14fc5e717890938024067ba9019b96972f7b11018,e9b7213e8389c3e4bfc1c12bc9b9904395c53b962ddbe395cdb909bc10ef7a51
high,27,PASI,34,4,3531,2466,2466,727.2979750111531,0.29493024128595013,0.6983857264231096,0.8662093675466089,0,0.0,0,0.0,0,0.0,0.2651089547156963,5743.913595495396,0.0,0.0,3.7308333000000857,3.874811600002431,4957333f5636c24f66d156fb1f395f141d6a2c866336726f4354136ea378650c,ok,completed,design_expected_payment,r51-free-action-design-only-v1,727.2979750111531,7962.275699197566,0,0,0,23496,6229,33eade8924cda5088e54eed14fc5e717890938024067ba9019b96972f7b11018,e9b7213e8389c3e4bfc1c12bc9b9904395c53b962ddbe395cdb909bc10ef7a51
high,27,QUAC-F,34,4,3531,2466,2466,211.45840198980204,0.08574955474039012,0.6983857264231096,0.8749186284971624,0,0.0,0,0.0,0,0.0,0.2651089547156963,6155.144165932827,-0.4058211978334608,1.0,3.709689100000105,3.8448036999980104,4957333f5636c24f66d156fb1f395f141d6a2c866336726f4354136ea378650c,ok,completed,design_expected_payment,r51-free-action-design-only-v1,211.45840198980204,7962.275699197566,0,0,0,23496,6229,33eade8924cda5088e54eed14fc5e717890938024067ba9019b96972f7b11018,e9b7213e8389c3e4bfc1c12bc9b9904395c53b962ddbe395cdb909bc10ef7a51
high,28,MOI,34,4,3531,2509,2509,949.5029702650614,0.3784388083957997,0.7105635797224582,0.8669560796434324,0,0.0,0,0.0,0,0.0,0.2613210759278175,5609.514666125084,0.0,0.0,3.7245784000006097,3.868480400000408,acea54f34902b1b94d733c22c6f7115566acafc9d66115b1c2574e9f7cb996c8,ok,completed,design_expected_payment,r51-free-action-design-only-v1,949.5029702650614,7925.339812965678,0,0,0,23496,6140,4ce9c508500db373a8390008137723292c93f69afe73fedbff88baaa2479b6fe,c7255449701eab63e631366c4ae8d8001e9f4944ce801be4804cfe022efec9f0
high,28,PASI,34,4,3531,2509,2509,849.3699736257515,0.3385292840278005,0.7105635797224582,0.8671960354659937,0,0.0,0,0.0,0,0.0,0.2613210759278175,5704.581716600223,0.0,0.0,3.7811995999982173,3.9185758999992686,acea54f34902b1b94d733c22c6f7115566acafc9d66115b1c2574e9f7cb996c8,ok,completed,design_expected_payment,r51-free-action-design-only-v1,849.3699736257515,7925.339812965678,0,0,0,23496,6140,4ce9c508500db373a8390008137723292c93f69afe73fedbff88baaa2479b6fe,c7255449701eab63e631366c4ae8d8001e9f4944ce801be4804cfe022efec9f0
high,28,QUAC-F,34,4,3531,2509,2509,237.19625781593007,0.09453816572974494,0.7105635797224582,0.8759535253995943,0,0.0,0,0.0,0,0.0,0.2613210759278175,6219.027827694255,-0.44320013534250596,1.0,3.686792399999831,3.796619600001577,acea54f34902b1b94d733c22c6f7115566acafc9d66115b1c2574e9f7cb996c8,ok,completed,design_expected_payment,r51-free-action-design-only-v1,237.19625781593007,7925.339812965678,0,0,0,23496,6140,4ce9c508500db373a8390008137723292c93f69afe73fedbff88baaa2479b6fe,c7255449701eab63e631366c4ae8d8001e9f4944ce801be4804cfe022efec9f0
high,29,MOI,34,4,3531,2468,2468,809.2588998233107,0.3279006887452636,0.6989521382044747,0.8650105996263407,0,0.0,0,0.0,0,0.0,0.25923561457269323,5690.503596753539,0.0,0.0,3.7406635000006645,3.8503044999997655,b0870b4527c87c1b1b34a12841f66f8aed82a1a31f211deaffdb8cb33ce4cd67,ok,completed,design_expected_payment,r51-free-action-design-only-v1,809.2588998233107,8007.269106103393,0,0,0,23496,6091,22ceac79aa23bc6c907e481f1c6edb7e29874091faf53714d72926e26ca216b6,63613ef3e51632a999eaa39606c2daee82205c8daa5cc0e1b8822fb706ffef23
