method,n,coverage_normal,coverage_reset,coverage_loss_pp,design_pps_normal,design_pps_reset,design_pps_change_pct,settlement_pps_change_pct
MOI,10,0.8448012500000001,0.8448012500000001,0.0,0.6241841304544219,0.6241841304544219,0.0,-0.00040318738503519747
PASI,10,0.8448012500000001,0.8448012500000001,0.0,0.5311297268880739,0.5318641587216475,0.13908587293822716,0.13908587293822716
