scenario,method,seed,phase,slot_start,slot_end,mean_selected_H,median_selected_H,mean_selected_lambda,design_reserve,execution_settlement,assigned,tasks,coverage
dynamic,MOI,3,Early,1,100,0.8339537838705489,0.9336442486040125,1.0185881760421351,4554.85453572403,4556.789237475405,7170,8544,0.839185393258427
dynamic,MOI,3,Middle,301,500,0.9759183378574079,0.9827813005399475,0.9985808469572786,6005.697429700611,6008.557175979566,9951,12000,0.82925
dynamic,MOI,3,Late,701,1000,0.977053340823644,0.9832882924705829,0.9878523305804874,7518.452551279932,7521.958137269117,12924,15456,0.8361801242236024
dynamic,PASI,3,Early,1,100,0.8339717161179012,0.9331559630583303,0.9028846201469068,3873.3556160142125,3873.3556160142125,7170,8544,0.839185393258427
dynamic,PASI,3,Middle,301,500,0.9754069180997261,0.984841198480444,0.8508747050201843,4912.132887832213,4912.132887832213,9951,12000,0.82925
dynamic,PASI,3,Late,701,1000,0.9769803612488379,0.9844274468102505,0.8308652460435453,6085.903015224989,6085.903015224989,12924,15456,0.8361801242236024
dynamic,MOI,4,Early,1,100,0.8299162627723482,0.928213496708447,1.0030067230491324,4630.252803053271,4632.55964257326,7062,8544,0.8265449438202247
dynamic,MOI,4,Middle,301,500,0.9750782223526132,0.9805058856742912,0.9804995791899004,6130.133698629796,6133.489626106992,9985,12000,0.8320833333333333
dynamic,MOI,4,Late,701,1000,0.9755793205229784,0.9808909035215043,1.005257192396873,8131.601496320586,8135.544940112619,12956,15456,0.8382505175983437
dynamic,PASI,4,Early,1,100,0.8291430540734304,0.9270163573168313,0.8945972645921737,3978.142177580919,3978.142177580919,7062,8544,0.8265449438202247
dynamic,PASI,4,Middle,301,500,0.9746696622284189,0.9820711559537109,0.8411231305977841,5056.7881776469,5056.7881776469,9985,12000,0.8320833333333333
dynamic,PASI,4,Late,701,1000,0.9758060037734658,0.9826869415618487,0.8588872950456204,6703.4751401001595,6703.4751401001595,12956,15456,0.8382505175983437
dynamic,MOI,5,Early,1,100,0.8302193200066407,0.9293699624727944,0.9560499155168263,4081.7289669934507,4083.404866690668,7061,8544,0.8264279026217228
dynamic,MOI,5,Middle,301,500,0.9755047740897308,0.9816554951929879,0.9164785509946017,5357.668871185808,5360.025363772213,10047,12000,0.83725
dynamic,MOI,5,Late,701,1000,0.9765575353692292,0.9816573012200408,0.9279472101071323,6990.1213654768535,6993.123834586175,13015,15456,0.8420678053830227
dynamic,PASI,5,Early,1,100,0.8298803323655324,0.9284269143385626,0.8504725614479756,3514.1284957199123,3514.1284957199123,7061,8544,0.8264279026217228
dynamic,PASI,5,Middle,301,500,0.9753580680862162,0.982729213327867,0.7833459947212698,4426.344281474548,4426.344281474548,10047,12000,0.83725
dynamic,PASI,5,Late,701,1000,0.9764252782648625,0.9832084978684865,0.789263644338753,5768.71852666729,5768.71852666729,13015,15456,0.8420678053830227
dynamic,MOI,6,Early,1,100,0.8301560805554009,0.9255138075025838,0.9640907500137713,4580.7851178697365,4582.767447532304,7078,8544,0.8284176029962547
dynamic,MOI,6,Middle,301,500,0.9743387285845726,0.9792400079397676,0.9675143915551566,6222.219571180582,6225.260670925783,9968,12000,0.8306666666666667
dynamic,MOI,6,Late,701,1000,0.9752919446917273,0.9793599695011352,0.945146521261767,7616.779515226326,7620.474026530478,12866,15456,0.832427536231884
dynamic,PASI,6,Early,1,100,0.8292810126662787,0.926182431382518,0.8653491434729255,3998.973594594682,3998.973594594682,7078,8544,0.8284176029962547
dynamic,PASI,6,Middle,301,500,0.9738974943122112,0.9815856956018103,0.8411857351662542,5234.347321367029,5234.347321367029,9968,12000,0.8306666666666667
dynamic,PASI,6,Late,701,1000,0.9751049915816115,0.9824171212404214,0.813383867296576,6345.969638122719,6345.969638122719,12866,15456,0.832427536231884
dynamic,MOI,7,Early,1,100,0.8287428161716159,0.9256095106419013,1.0213338660362294,4563.73584733458,4565.964506201153,7064,8544,0.8267790262172284
dynamic,MOI,7,Middle,301,500,0.9750862001758805,0.9813016337940563,1.006887428252168,6168.488542858113,6171.854792489316,9989,12000,0.8324166666666667
dynamic,MOI,7,Late,701,1000,0.9757968926887827,0.9814246640164468,0.9895220449143536,7769.373710844664,7773.3621530948385,12972,15456,0.8392857142857143
dynamic,PASI,7,Early,1,100,0.8286320379605807,0.9248647765145678,0.9211361917269316,3996.9737660838027,3996.9737660838027,7064,8544,0.8267790262172284
dynamic,PASI,7,Middle,301,500,0.9747219382909419,0.9805363730160821,0.8779915077933342,5220.8888238569825,5220.8888238569825,9989,12000,0.8324166666666667
dynamic,PASI,7,Late,701,1000,0.9751398152311205,0.981151738604505,0.8552492982449731,6548.395187967536,6548.395187967536,12972,15456,0.8392857142857143
dynamic,MOI,8,Early,1,100,0.8335888800065255,0.9297294035341446,1.0116151721951212,4606.998844960806,4608.82775874726,7154,8544,0.837312734082397
dynamic,MOI,8,Middle,301,500,0.9758720622423882,0.9810372203746913,1.0024354096838841,6221.930236399858,6224.577924326037,10040,12000,0.8366666666666667
dynamic,MOI,8,Late,701,1000,0.9763124325881108,0.9817185512912079,0.9646468868388459,7566.964958694967,7570.127748798544,12953,15456,0.8380564182194618
dynamic,PASI,8,Early,1,100,0.8331510216027814,0.9301064944676933,0.9143048559319594,4059.5342923485905,4059.5342923485905,7154,8544,0.837312734082397
dynamic,PASI,8,Middle,301,500,0.975661087771257,0.9835572941610751,0.8780530620670476,5332.5084358922295,5332.5084358922295,10040,12000,0.8366666666666667
dynamic,PASI,8,Late,701,1000,0.9764162584992017,0.9835801728377025,0.8368934276174906,6441.455155082869,6441.455155082869,12953,15456,0.8380564182194618
dynamic,PASI,9,Early,1,100,0.8360742489161389,0.9339711922275136,0.8722443462076015,3823.2067765090364,3823.2067765090364,7148,8544,0.8366104868913857
dynamic,PASI,9,Middle,301,500,0.9743899397076837,0.9829818917855158,0.822619698249753,4893.770653726998,4893.770653726998,10004,12000,0.8336666666666667
dynamic,PASI,9,Late,701,1000,0.9762075836649192,0.9837818540353266,0.8252266307434574,6327.511753452903,6327.511753452903,12960,15456,0.8385093167701864
dynamic,MOI,9,Early,1,100,0.8361452078565356,0.9352396798533349,0.9690484932951652,4363.131689783239,4364.91886074754,7148,8544,0.8366104868913857
dynamic,MOI,9,Middle,301,500,0.974723887623962,0.9817818321184297,0.9469247780651185,5782.192918710364,5784.690114872955,10004,12000,0.8336666666666667
dynamic,MOI,9,Late,701,1000,0.9763866637368982,0.9817624245998384,0.9569945358756338,7522.549037149426,7525.646296821713,12960,15456,0.8385093167701864
dynamic,MOI,10,Early,1,100,0.8263692482456066,0.9242329617644383,0.9997734864233754,4565.999250604748,4568.0715707506715,7074,8544,0.8279494382022472
dynamic,MOI,10,Middle,301,500,0.9741993345307433,0.979534322717944,0.9854962534170091,6049.899775170214,6053.008668887223,9965,12000,0.8304166666666667
dynamic,MOI,10,Late,701,1000,0.9750856109780324,0.9797293677530363,0.9749694175113444,7592.056674222038,7596.144228832361,12937,15456,0.8370212215320911
dynamic,PASI,10,Early,1,100,0.8259602471641474,0.9229684395196056,0.9081589109588704,4016.89692451251,4016.89692451251,7074,8544,0.8279494382022472
dynamic,PASI,10,Middle,301,500,0.9741971386821748,0.9824085958259102,0.865525778946998,5130.659918019067,5130.659918019067,9965,12000,0.8304166666666667
dynamic,PASI,10,Late,701,1000,0.9753715269769666,0.9831117798991693,0.8474556127058563,6382.419666016677,6382.419666016677,12937,15456,0.8370212215320911
dynamic,PASI,11,Early,1,100,0.8266336769389917,0.927929895009721,0.840508960910606,3887.372383074034,3887.372383074034,7035,8544,0.8233848314606742
dynamic,PASI,11,Middle,301,500,0.974332399621322,0.9837375793527634,0.788632899461194,5068.685655990836,5068.685655990836,10009,12000,0.8340833333333333
dynamic,PASI,11,Late,701,1000,0.9756123692866102,0.9838496920757309,0.7623561178932271,6156.1373036540945,6156.1373036540945,12929,15456,0.8365036231884058
dynamic,MOI,11,Early,1,100,0.8267087881736057,0.925479423137326,0.9341909397065851,4438.096473955971,4439.958758508648,7035,8544,0.8233848314606742
dynamic,MOI,11,Middle,301,500,0.9748541620212,0.9816571230452065,0.9087863272308447,6008.143407703291,6010.6932447838735,10009,12000,0.8340833333333333
dynamic,MOI,11,Late,701,1000,0.9759427428274633,0.982542230119417,0.8912755793533172,7402.675288307629,7405.952827071338,12929,15456,0.8365036231884058
dynamic,MOI,12,Early,1,100,0.8285540958236909,0.9250462789134442,0.965636273562879,4434.255930310057,4436.530019924917,7128,8544,0.8342696629213483
dynamic,MOI,12,Middle,301,500,0.9735593126666834,0.9801301421464267,0.9307967778647751,5766.339935686279,5769.972539887482,10048,12000,0.8373333333333334
dynamic,MOI,12,Late,701,1000,0.974298417736484,0.9801902686836133,0.9186656080196874,7213.6228138330125,7217.905267229184,12948,15456,0.8377329192546584
dynamic,PASI,12,Early,1,100,0.8279497698564302,0.9233059115040214,0.8670069990426092,3855.855836254982,3855.855836254982,7128,8544,0.8342696629213483
dynamic,PASI,12,Middle,301,500,0.9735013198867748,0.9810968897284789,0.8038516215747716,4796.008976277222,4796.008976277222,10048,12000,0.8373333333333334
dynamic,PASI,12,Late,701,1000,0.9745561606644831,0.9815104147476434,0.7859335257258964,5945.04469626237,5945.04469626237,12948,15456,0.8377329192546584
dynamic,PASI,13,Early,1,100,0.8286913342629821,0.9301059118740913,0.878067178979994,3914.529597507418,3914.529597507418,7088,8544,0.8295880149812734
dynamic,PASI,13,Middle,301,500,0.9748293290027017,0.9824899575800717,0.8413204034330725,5111.212117120089,5111.212117120089,9991,12000,0.8325833333333333
dynamic,PASI,13,Late,701,1000,0.9768333820370159,0.9838149838087442,0.8245157864573995,6385.9303234055305,6385.9303234055305,13002,15456,0.8412267080745341
dynamic,MOI,13,Early,1,100,0.8295640553114003,0.9291461482630623,0.9730529260985082,4463.097232426111,4464.7018167497245,7088,8544,0.8295880149812734
dynamic,MOI,13,Middle,301,500,0.975470893740405,0.9820734702402123,0.9654210573339653,6032.849568683214,6035.589194077737,9991,12000,0.8325833333333333
dynamic,MOI,13,Late,701,1000,0.9771843837012881,0.9827063062514103,0.9541510928459501,7593.512148155082,7597.170782729124,13002,15456,0.8412267080745341
dynamic,MOI,14,Early,1,100,0.8362652188921553,0.9321825934360998,1.0153596542013539,4756.448465768154,4759.0130434065795,7084,8544,0.829119850187266
dynamic,MOI,14,Middle,301,500,0.9748334851325129,0.9816606818902659,1.004581073014076,6393.2109823561805,6396.859001541967,10027,12000,0.8355833333333333
dynamic,MOI,14,Late,701,1000,0.975337149997671,0.98246526318361,0.9995049507728614,7943.318362077956,7947.676792867705,12853,15456,0.8315864389233955
dynamic,PASI,14,Early,1,100,0.8363017514616564,0.9323464874711095,0.9333565085758919,4267.985465835467,4267.985465835467,7084,8544,0.829119850187266
dynamic,PASI,14,Middle,301,500,0.9747870462177868,0.982654527567935,0.9012542059623806,5578.95075062714,5578.95075062714,10027,12000,0.8355833333333333
dynamic,PASI,14,Late,701,1000,0.9760954915246399,0.983326591412818,0.8911013949631186,6885.65878331271,6885.65878331271,12853,15456,0.8315864389233955
dynamic,PASI,15,Early,1,100,0.8315614602774456,0.9289134878967858,0.8827612753290405,4015.448361030277,4015.448361030277,7133,8544,0.8348548689138576
dynamic,PASI,15,Middle,301,500,0.9738484230396022,0.983274748207785,0.8427145101343556,5178.237968568983,5178.237968568983,10036,12000,0.8363333333333334
dynamic,PASI,15,Late,701,1000,0.9752559158177118,0.9834162513324011,0.813771087285467,6216.315732948936,6216.315732948936,12887,15456,0.833786231884058
dynamic,MOI,15,Early,1,100,0.8320317106062808,0.9271823867838382,0.9677250630368888,4520.732278125013,4522.703543730867,7133,8544,0.8348548689138576
dynamic,MOI,15,Middle,301,500,0.9747104357324237,0.9807967789535035,0.9513718820704415,6016.218625044123,6019.199583712554,10036,12000,0.8363333333333334
dynamic,MOI,15,Late,701,1000,0.975640849550947,0.982138040675548,0.9282807348200819,7288.514232029357,7292.092784835935,12887,15456,0.833786231884058
dynamic,MOI,16,Early,1,100,0.8442192655481039,0.9406127562153026,0.9278843128007085,4189.839058398854,4191.688156270507,7131,8544,0.8346207865168539
dynamic,MOI,16,Middle,301,500,0.9772599657322457,0.9831401056800364,0.9181734894634094,5619.949892926545,5622.649494227722,10012,12000,0.8343333333333334
dynamic,MOI,16,Late,701,1000,0.9779228784050334,0.9832826070304217,0.9094366229469405,7046.811576487886,7049.837994361784,12931,15456,0.8366330227743272
dynamic,PASI,16,Early,1,100,0.844038921206931,0.9420976218766204,0.830079399765406,3631.089901360399,3631.089901360399,7131,8544,0.8346207865168539
dynamic,PASI,16,Middle,301,500,0.9772821174542817,0.9845183963761652,0.7970879476672456,4726.888068654627,4726.888068654627,10012,12000,0.8343333333333334
dynamic,PASI,16,Late,701,1000,0.9777452099551005,0.9846876725772512,0.7841459670668893,5897.49792512268,5897.49792512268,12931,15456,0.8366330227743272
dynamic,MOI,17,Early,1,100,0.8282581406868228,0.9267326926472457,0.9888768681507716,4682.332380211303,4684.499099654025,7110,8544,0.8321629213483146
dynamic,MOI,17,Middle,301,500,0.97491792784337,0.9811322750918091,0.9778188171487174,6339.606370239568,6342.864378324207,10067,12000,0.8389166666666666
dynamic,MOI,17,Late,701,1000,0.9755128051522183,0.9816081809011409,0.9472103281015405,7587.334862708774,7591.022179913018,12868,15456,0.8325569358178054
dynamic,PASI,17,Early,1,100,0.827878557924518,0.9271680097602752,0.8953749234952231,4112.7742545051315,4112.7742545051315,7110,8544,0.8321629213483146
dynamic,PASI,17,Middle,301,500,0.9744944019510132,0.983552474670558,0.8577950793180593,5401.658880007466,5401.658880007466,10067,12000,0.8389166666666666
dynamic,PASI,17,Late,701,1000,0.9755035454652959,0.9835461390467597,0.820417693924857,6396.102122024684,6396.102122024684,12868,15456,0.8325569358178054
dynamic,MOI,18,Early,1,100,0.8301444092113938,0.9275897475506363,0.9840543566696737,4737.60860210354,4739.726793143859,7132,8544,0.8347378277153558
dynamic,MOI,18,Middle,301,500,0.9753894388320835,0.9808863321591618,0.9662714831270269,6265.092068665516,6268.268195339183,9999,12000,0.83325
dynamic,MOI,18,Late,701,1000,0.9770808833284168,0.9822169687957419,0.9739365325454966,8084.178541138712,8088.113490475556,12949,15456,0.8377976190476191
dynamic,PASI,18,Early,1,100,0.829944081972871,0.9274667313659943,0.8962489177338264,4217.284173706377,4217.284173706377,7132,8544,0.8347378277153558
dynamic,PASI,18,Middle,301,500,0.975257362451303,0.9825492403867696,0.8522993553043455,5399.292988642024,5399.292988642024,9999,12000,0.83325
dynamic,PASI,18,Late,701,1000,0.9774624450775256,0.9840955459281239,0.8530596536066763,6917.584509572534,6917.584509572534,12949,15456,0.8377976190476191
dynamic,MOI,19,Early,1,100,0.8356687278890592,0.9325564848930599,0.948794144969115,4376.683702475289,4378.165783694381,7116,8544,0.8328651685393258
dynamic,MOI,19,Middle,301,500,0.9758957701416148,0.9819136782836678,0.9458980973263074,5998.6458854568145,6000.938464069917,10129,12000,0.8440833333333333
dynamic,MOI,19,Late,701,1000,0.9761229628787149,0.9818921392667845,0.9324062193386269,7283.097673386154,7285.626073972082,12783,15456,0.8270574534161491
dynamic,PASI,19,Early,1,100,0.8355362167284373,0.9327338601139725,0.8594394244122632,3855.464503055975,3855.464503055975,7116,8544,0.8328651685393258
dynamic,PASI,19,Middle,301,500,0.9757243745616757,0.9825180046496088,0.8294903630264431,5090.353570542235,5090.353570542235,10129,12000,0.8440833333333333
dynamic,PASI,19,Late,701,1000,0.9762090966831151,0.9828774021740192,0.8087852169086767,6110.0863925495105,6110.0863925495105,12783,15456,0.8270574534161491
dynamic,MOI,20,Early,1,100,0.8305367403692174,0.9286617801483543,0.9644121227909275,4316.443801594486,4318.341652172027,7108,8544,0.8319288389513109
dynamic,MOI,20,Middle,301,500,0.9753533039454986,0.9806951642048068,0.94117081202485,5725.069134643974,5727.527183515165,10021,12000,0.8350833333333333
dynamic,MOI,20,Late,701,1000,0.9763824376559468,0.9812462550918417,0.9366369728799759,7224.438655854656,7227.487407767066,12950,15456,0.8378623188405797
dynamic,PASI,20,Early,1,100,0.8304434164782433,0.9270104926682332,0.8706578389982733,3786.132053564075,3786.132053564075,7108,8544,0.8319288389513109
dynamic,PASI,20,Middle,301,500,0.9753653024428789,0.9827357364062757,0.8195807485826194,4837.289909260386,4837.289909260386,10021,12000,0.8350833333333333
dynamic,PASI,20,Late,701,1000,0.9767166233531914,0.9830648827063386,0.8073958649636882,6054.499126635956,6054.499126635956,12950,15456,0.8378623188405797
dynamic,MOI,21,Early,1,100,0.8346699125178744,0.9351138173188906,1.0050217100237202,4729.501798833989,4731.402736417712,7072,8544,0.8277153558052435
dynamic,MOI,21,Middle,301,500,0.9763990354902006,0.9823757826423094,0.9916861904697287,6346.591159028476,6349.652208746872,9944,12000,0.8286666666666667
dynamic,MOI,21,Late,701,1000,0.9768843438106465,0.982499688709457,0.9708292073785797,7883.185264117023,7886.935565230646,12943,15456,0.8374094202898551
dynamic,PASI,21,Early,1,100,0.8347037018005733,0.9344517165754355,0.9107860993148422,4157.19041685054,4157.19041685054,7072,8544,0.8277153558052435
dynamic,PASI,21,Middle,301,500,0.9762417953172875,0.9833460683169931,0.8665958333053908,5373.869546086507,5373.869546086507,9944,12000,0.8286666666666667
dynamic,PASI,21,Late,701,1000,0.9771837357279949,0.983145504997663,0.8386323658896786,6606.011058910259,6606.011058910259,12943,15456,0.8374094202898551
dynamic,MOI,22,Early,1,100,0.8272396301641286,0.9238528786949203,1.0127180146748203,4573.897862822221,4575.917364926842,7088,8544,0.8295880149812734
dynamic,MOI,22,Middle,301,500,0.9748611843993993,0.9819971205826287,0.9837718836193121,6043.521398819924,6046.305039740525,9991,12000,0.8325833333333333
dynamic,MOI,22,Late,701,1000,0.9762795944336778,0.9821945995956906,0.98094073510148,7705.187477886247,7708.759438529768,12922,15456,0.8360507246376812
dynamic,PASI,22,Early,1,100,0.8267774337016842,0.9229609333868781,0.9173639971482486,4043.1441248303354,4043.1441248303354,7088,8544,0.8295880149812734
dynamic,PASI,22,Middle,301,500,0.9743727843557322,0.9834713914773395,0.8672333303170068,5196.185155028526,5196.185155028526,9991,12000,0.8325833333333333
dynamic,PASI,22,Late,701,1000,0.9758417220963398,0.9837395365742121,0.8623497567525331,6616.884480091654,6616.884480091654,12922,15456,0.8360507246376812
dynamic,MOI,23,Early,1,100,0.834676231478883,0.9314251941957885,1.0081473057446355,4787.072799075392,4789.347255268763,7110,8544,0.8321629213483146
dynamic,MOI,23,Middle,301,500,0.9753665708254025,0.9819235448203623,0.9764316594765055,6232.706689576731,6236.078857320714,10002,12000,0.8335
dynamic,MOI,23,Late,701,1000,0.9766154118599599,0.9822205858973,0.9832148866324766,8065.3646182766615,8069.557660726328,13004,15456,0.8413561076604554
dynamic,PASI,23,Early,1,100,0.8343197783972406,0.9315014866525364,0.9167764925553643,4228.975183160026,4228.975183160026,7110,8544,0.8321629213483146
dynamic,PASI,23,Middle,301,500,0.9748550151992067,0.984019836410865,0.8610120383475912,5337.151816430805,5337.151816430805,10002,12000,0.8335
dynamic,PASI,23,Late,701,1000,0.9763989937883335,0.9843480484638617,0.8613209181282359,6885.944315515973,6885.944315515973,13004,15456,0.8413561076604554
dynamic,MOI,24,Early,1,100,0.8373096671341427,0.9377721759419274,0.977391079869577,4433.569617737455,4435.723623154994,7029,8544,0.8226825842696629
dynamic,MOI,24,Middle,301,500,0.9780402484318907,0.9836180141721201,0.9445395240224287,5930.23239126752,5933.423950219607,10023,12000,0.83525
dynamic,MOI,24,Late,701,1000,0.9791116844214808,0.98374764592149,0.9495652994801336,7604.709665888978,7608.834661660741,12932,15456,0.8366977225672878
dynamic,PASI,24,Early,1,100,0.8366137999994632,0.9379753080429318,0.875485088910048,3850.396453571093,3850.396453571093,7029,8544,0.8226825842696629
dynamic,PASI,24,Middle,301,500,0.9774085541727858,0.9846055955172411,0.8149188345537316,4952.392626050727,4952.392626050727,10023,12000,0.83525
dynamic,PASI,24,Late,701,1000,0.9785774852037817,0.9846990238970825,0.8139112832287756,6305.597966502195,6305.597966502195,12932,15456,0.8366977225672878
dynamic,MOI,25,Early,1,100,0.8369868914785782,0.9366435678564612,0.9975272206276027,4460.824243813883,4462.971019962174,7019,8544,0.8215121722846442
dynamic,MOI,25,Middle,301,500,0.9784759752624312,0.9831171359152953,0.9882718315344661,6031.586248701769,6034.787523456997,9936,12000,0.828
dynamic,MOI,25,Late,701,1000,0.9788480416024806,0.9833631006279732,0.9868164708383078,7685.280185289829,7689.361744415126,12903,15456,0.8348214285714286
dynamic,PASI,25,Early,1,100,0.8364506161088513,0.9356324373178311,0.8927522528449695,3853.737104639206,3853.737104639206,7019,8544,0.8215121722846442
dynamic,PASI,25,Middle,301,500,0.9781613265166591,0.9852275104153261,0.8537508279752622,5019.802479453656,5019.802479453656,9936,12000,0.828
dynamic,PASI,25,Late,701,1000,0.9787056610620153,0.9855642568510969,0.8456601506298158,6354.591562286833,6354.591562286833,12903,15456,0.8348214285714286
dynamic,MOI,26,Early,1,100,0.8267516670627703,0.9256405490167119,1.000048834720494,4712.519333329236,4714.507078801767,7047,8544,0.8247893258426966
dynamic,MOI,26,Middle,301,500,0.9746026059128288,0.9772233197127782,1.0113362875311278,6532.4655268767,6535.6557292192265,10036,12000,0.8363333333333334
dynamic,MOI,26,Late,701,1000,0.97398053172715,0.977629926079784,1.0082159849229075,8201.32016069392,8205.254789676566,12918,15456,0.8357919254658385
dynamic,PASI,26,Early,1,100,0.8263170944035124,0.9233874155323288,0.9038774598756006,4130.740713028632,4130.740713028632,7047,8544,0.8247893258426966
dynamic,PASI,26,Middle,301,500,0.9745572822854264,0.9803716754664321,0.883120640206056,5529.594034738304,5529.594034738304,10036,12000,0.8363333333333334
dynamic,PASI,26,Late,701,1000,0.9747203808900577,0.9803179999938477,0.871123494508203,6896.602310350554,6896.602310350554,12918,15456,0.8357919254658385
dynamic,MOI,27,Early,1,100,0.8268329210296345,0.9224752381614898,1.0014659798691583,4745.577603857142,4747.378280953133,7114,8544,0.8326310861423221
dynamic,MOI,27,Middle,301,500,0.9740301545530503,0.979257262526646,0.9700313233347224,6208.932217048556,6211.392773030305,9982,12000,0.8318333333333333
dynamic,MOI,27,Late,701,1000,0.9754191723323967,0.9806164166125246,0.9627903732731924,7906.348347389692,7909.610748264183,12982,15456,0.839932712215321
dynamic,PASI,27,Early,1,100,0.8265300937067701,0.922684600400261,0.9029286852017752,4164.669930860479,4164.669930860479,7114,8544,0.8326310861423221
dynamic,PASI,27,Middle,301,500,0.9736634878375101,0.9812512500181038,0.8458536611190078,5266.122946918505,5266.122946918505,9982,12000,0.8318333333333333
dynamic,PASI,27,Late,701,1000,0.9751906203182028,0.9818838223402413,0.8333585140024159,6681.27630879212,6681.27630879212,12982,15456,0.839932712215321
dynamic,MOI,28,Early,1,100,0.8341814857838011,0.9317524928822001,0.9830548869633607,4707.763061562617,4709.974439903219,7083,8544,0.829002808988764
dynamic,MOI,28,Middle,301,500,0.9756583132271721,0.9805209855710213,0.9504916678059839,6107.903931847294,6111.216077826497,9948,12000,0.829
dynamic,MOI,28,Late,701,1000,0.9765508721747347,0.9813823814946199,0.9494035307198765,7840.227854303535,7844.364050736668,13000,15456,0.8410973084886129
dynamic,PASI,28,Early,1,100,0.8336919566721782,0.9317135746649842,0.8945664044063473,4169.718150266559,4169.718150266559,7083,8544,0.829002808988764
dynamic,PASI,28,Middle,301,500,0.9752960488368337,0.9821964715585518,0.8346791299113749,5215.837329788292,5215.837329788292,9948,12000,0.829
dynamic,PASI,28,Late,701,1000,0.976632402454691,0.9831259149948736,0.8279441265443924,6640.193428656308,6640.193428656308,13000,15456,0.8410973084886129
dynamic,MOI,29,Early,1,100,0.8334892313310671,0.9298236689466353,0.9741453690682578,4153.676622564507,4155.512461746511,7091,8544,0.829939138576779
dynamic,MOI,29,Middle,301,500,0.9751096457616518,0.9804325483013114,0.9524277920909825,5589.749947227372,5592.1705709121015,10017,12000,0.83475
dynamic,MOI,29,Late,701,1000,0.9759817680741635,0.9805988543937163,0.9376383977678966,6997.593650868104,7000.621970200178,12935,15456,0.8368918219461697
dynamic,PASI,29,Early,1,100,0.8333317014950731,0.9328584126746524,0.8636080085985203,3567.333209967123,3567.333209967123,7091,8544,0.829939138576779
dynamic,PASI,29,Middle,301,500,0.9748893105837081,0.9816449730304756,0.8127446048955326,4632.428153121167,4632.428153121167,10017,12000,0.83475
dynamic,PASI,29,Late,701,1000,0.9757272245559878,0.9818667447022735,0.7942441297398607,5773.796830706049,5773.796830706049,12935,15456,0.8368918219461697
dynamic,MOI,30,Early,1,100,0.834093102244269,0.9334952421392338,1.0312071981337723,4997.219723616754,4998.87289588705,7091,8544,0.829939138576779
dynamic,MOI,30,Middle,301,500,0.9753655616364126,0.979902677233049,0.9911901425189872,6467.215205199551,6469.868411394995,10059,12000,0.83825
dynamic,MOI,30,Late,701,1000,0.9759618448766533,0.9807727112613176,0.9928233217015493,8144.352063028473,8147.6754421197975,12979,15456,0.8397386128364389
dynamic,PASI,30,Early,1,100,0.8340558569889139,0.9312927802790846,0.9382581536478815,4411.251600406386,4411.251600406386,7091,8544,0.829939138576779
dynamic,PASI,30,Middle,301,500,0.975011543904306,0.9816630132951389,0.8673339388497088,5496.814530712337,5496.814530712337,10059,12000,0.83825
dynamic,PASI,30,Late,701,1000,0.9761089161573725,0.9828193717758503,0.8600368507128113,6862.580466887557,6862.580466887557,12979,15456,0.8397386128364389
